#separateur|	;date_format|dd/MM/yyyy;heure_format|hh:mm:ss;float_separateur|,;
CodeStation	Jour	TMax	TMin	TMoy	HMax	HMin	HMoy	Vt	Ins	Rg	ETP
US0001	01/01/1980	-0,6	-3,9				89	3,1		1,2	
US0001	02/01/1980	-2,2	-5				58	4,9		4,7	
US0001	03/01/1980	-2,2	-7,2				52	4,3		1,9	
US0001	04/01/1980	-1,7	-5				67	4,1		3,8	
US0001	05/01/1980	-1,7	-5,6				82	3,4		1	
US0001	06/01/1980	0	-9,4				82	9,1		8,5	
US0001	07/01/1980	-8,3	-18,3				58	8,2		6,7	
US0001	08/01/1980	-10,6	-18,9				51	2,9		6,7	
US0001	09/01/1980	-13,3	-22,8				68	3,7		2,2	
US0001	10/01/1980	4,4	-16,1				93	8		8	
US0001	11/01/1980	9,4	-12,2				76	11,9		4	
US0001	12/01/1980	-1,1	-16,1				43	6,1		8,6	
US0001	13/01/1980	10,6	-1,1				50	6,7		8,6	
US0001	14/01/1980	5	-5,6				57	4,1		2,1	
US0001	15/01/1980	6,7	2,2				91	4,1		1	
US0001	16/01/1980	5,6	0				99	5,6		1,9	
US0001	17/01/1980	0,6	-5				80	5,6		3,7	
US0001	18/01/1980	-0,6	-5,6				99	2,7		1,4	
US0001	19/01/1980	-0,6	-6,7				91	4,3		1,3	
US0001	20/01/1980	-0,6	-10,6				58	2,1		3,1	
US0001	21/01/1980	-0,6	-9,4				91	4,2		10,4	
US0001	22/01/1980	0	-7,8				80	8,2		8,8	
US0001	23/01/1980	-6,1	-13,3				49	4		2,9	
US0001	24/01/1980	5	-9,4				81	5,7		5	
US0001	25/01/1980	3,9	-7,2				85	5,9		6,9	
US0001	26/01/1980	-6,1	-16,7				57	6,1		7,5	
US0001	27/01/1980	-11,7	-15,6				60	4,5		5,9	
US0001	28/01/1980	-10,6	-15				62	4,6		9	
US0001	29/01/1980	-11,1	-18,9				65	3,8		4,8	
US0001	30/01/1980	-11,7	-15				80	4,7		12,7	
US0001	31/01/1980	-12,8	-22,2				83	3,8		4,7	
US0001	01/02/1980	-8,9	-23,3				80	3		6,7	
US0001	02/02/1980	-5	-12,8				88	4,1		10,8	
US0001	03/02/1980	-5	-14,4				85	3,7		6,7	
US0001	04/02/1980	-5	-14,4				88	4,8		5,4	
US0001	05/02/1980	-3,3	-7,8				90	6,7		13,9	
US0001	06/02/1980	-5,6	-12,2				97	4		3,5	
US0001	07/02/1980	-5	-16,1				78	2,4		9,1	
US0001	08/02/1980	-5,6	-11,1				87	3,5		13,1	
US0001	09/02/1980	-6,7	-18,9				99	2,2		11,6	
US0001	10/02/1980	-2,8	-15				82	6		12,5	
US0001	11/02/1980	-2,8	-12,8				58	6,6		12,8	
US0001	12/02/1980	-3,3	-18,9				81	4,4		7,1	
US0001	13/02/1980	0	-15				87	3,5		10,2	
US0001	14/02/1980	-1,1	-10,6				80	5,1		5,3	
US0001	15/02/1980	-3,3	-9,4				71	7,3		14,1	
US0001	16/02/1980	-8,9	-17,8				73	6,1		13,4	
US0001	17/02/1980	-2,8	-18,3				74	4,1		8,8	
US0001	18/02/1980	1,1	-7,8				83	7,7		7,7	
US0001	19/02/1980	5	-1,1				71	4,4		2,1	
US0001	20/02/1980	2,8	-0,6				91	2,9		1	
US0001	21/02/1980	2,8	0,6				99	6		2,6	
US0001	22/02/1980	3,3	0				87	3,8		9	
US0001	23/02/1980	2,8	-3,9				60	6,1		8,7	
US0001	24/02/1980	0,6	-3,3				64	4,1		13,6	
US0001	25/02/1980	0	-15,6				77	8,5		11,5	
US0001	26/02/1980	3,3	-15				70	5,9		8,2	
US0001	27/02/1980	3,9	-7,8				77	5,1		14,4	
US0001	28/02/1980	-2,8	-6,7				92	6,3		17,1	
US0001	29/02/1980	-5,6	-16,1				55	7,4		13,8	
US0001	01/03/1980	-6,7	-17,8				54	6		17,6	
US0001	02/03/1980	-1,7	-16,1				48	5,7		2,5	
US0001	03/03/1980	6,7	-7,8				59	6,7		16,8	
US0001	04/03/1980	5,6	-6,1				72	6,3		13,6	
US0001	05/03/1980	-5,6	-16,7				64	6,9		12,4	
US0001	06/03/1980	0	-16,1				75	4,9		17,8	
US0001	07/03/1980	0	-8,3				82	5		15,5	
US0001	08/03/1980	2,8	-7,2				72	5		17,7	
US0001	09/03/1980	8,3	-2,2				67	4,4		13	
US0001	10/03/1980	7,8	-6,1				47	6,9		4,8	
US0001	11/03/1980	-0,6	-10,6				46	3,6		11,5	
US0001	12/03/1980	-0,6	-3,3				68	6,5		18,7	
US0001	13/03/1980	-1,7	-6,7				83	5,7		17,3	
US0001	14/03/1980	10,6	-8,9				65	3,8		3	
US0001	15/03/1980	15,6	-0,6				46	6,6		18,4	
US0001	16/03/1980	12,8	1,1				57	6,3		20,5	
US0001	17/03/1980	4,4	-4,4				44	6,6		17,8	
US0001	18/03/1980	14,4	-1,1				33	6,9		13,6	
US0001	19/03/1980	16,1	4,4				35	7,2		20,8	
US0001	20/03/1980	16,1	2,2				40	6,3		14,2	
US0001	21/03/1980	6,7	-2,8				41	5,6		6,4	
US0001	22/03/1980	8,9	-1,7				52	5,5		6,1	
US0001	23/03/1980	7,8	-1,1				60	6,2		19,2	
US0001	24/03/1980	2,2	-1,7				68	8,1		7,2	
US0001	25/03/1980	7,2	-3,9				47	3		17	
US0001	26/03/1980	6,7	-1,7				67	5,1		8,1	
US0001	27/03/1980	10	0,6				59	4,3		4,4	
US0001	28/03/1980	9,4	1,7				70	7,2		4,7	
US0001	29/03/1980	6,7	0,6				84	5,6		21,4	
US0001	30/03/1980	6,1	0				83	7,5		3,8	
US0001	31/03/1980	12,8	-0,6				38	3,7		7,5	
US0001	01/04/1980	12,8	1,7				59	5,9		1,8	
US0001	02/04/1980	8,3	0,6				81	4,7		21,8	
US0001	03/04/1980	7,8	1,7				90	8,2		21,4	
US0001	04/04/1980	11,7	-0,6				44	6,4		13,1	
US0001	05/04/1980	18,3	-1,1				37	4,4		18,8	
US0001	06/04/1980	20	9,4				53	6,6		2,3	
US0001	07/04/1980	19,4	6,7				36	6		3,1	
US0001	08/04/1980	17,2	3,3				50	8,4		20,3	
US0001	09/04/1980	4,4	-0,6				68	7,7		4,6	
US0001	10/04/1980	10,6	-1,1				43	3,9		23,3	
US0001	11/04/1980	9,4	-1,1				51	3,2		11,1	
US0001	12/04/1980	10,6	-1,7				34	5,5		9,9	
US0001	13/04/1980	10	-2,2				37	5,8		23,2	
US0001	14/04/1980	9,4	-2,2				43	6,7		19,2	
US0001	15/04/1980	15,6	1,1				35	5,3		16,7	
US0001	16/04/1980	19,4	1,7				33	3,4		22,6	
US0001	17/04/1980	19,4	7,2				51	4,1		23,7	
US0001	18/04/1980	21,7	3,3				45	2,7		23,9	
US0001	19/04/1980	27,2	6,7				36	5,8		24,7	
US0001	20/04/1980	30	10				31	2,6		23,6	
US0001	21/04/1980	33,3	10				25	5,1		23,2	
US0001	22/04/1980	36,1	13,3				23	7,6		25,8	
US0001	23/04/1980	33,3	8,3				33	5,7		18	
US0001	24/04/1980	18,3	1,7				24	5,4		22,1	
US0001	25/04/1980	16,1	0,6				45	3,7		25,3	
US0001	26/04/1980	17,8	1,7				43	4,5		24,7	
US0001	27/04/1980	21,1	5,6				38	5		18,1	
US0001	28/04/1980	21,1	1,7				30	4,6		19,3	
US0001	29/04/1980	21,1	4,4				41	3,8		17,6	
US0001	30/04/1980	21,7	8,3				49	3,5		18,9	
US0001	01/05/1980	23,9	5,6				46	2,7		19,1	
US0001	02/05/1980	27,2	9,4				33	3		24,5	
US0001	03/05/1980	26,7	11,1				36	2,5		21,6	
US0001	04/05/1980	30	10				29	2,8		19,8	
US0001	05/05/1980	30,6	16,7				27	4,9		22,9	
US0001	06/05/1980	26,7	6,1				23	5,6		25	
US0001	07/05/1980	19,4	1,7				23	5,1		25,4	
US0001	08/05/1980	14,4	-0,6				33	4		9,6	
US0001	09/05/1980	22,2	1,7				24	3,8		13,9	
US0001	10/05/1980	21,7	12,2				52	6,3		17,3	
US0001	11/05/1980	22,8	3,3				23	4,2		18	
US0001	12/05/1980	20,6	6,7				30	4,2		15,7	
US0001	13/05/1980	18,9	6,7				50	5,2		24,7	
US0001	14/05/1980	22,2	3,3				50	3,5		4,6	
US0001	15/05/1980	21,7	8,9				50	5,4		3,6	
US0001	16/05/1980	21,1	10,6				50	7,1		4	
US0001	17/05/1980	13,3	10				99	3,9		10,2	
US0001	18/05/1980	13,9	9,4				86	3,5		20,3	
US0001	19/05/1980	18,9	10				63	2,2		26,3	
US0001	20/05/1980	22,2	11,1				54	1,9		27,1	
US0001	21/05/1980	25,6	10				42	0,8		13,8	
US0001	22/05/1980	28,9	11,7				30	2,8		20,5	
US0001	23/05/1980	28,3	12,8				45	2,9		24,8	
US0001	24/05/1980	26,7	14,4				57	3,2		17,4	
US0001	25/05/1980	30	13,3				43	4,1		20,8	
US0001	26/05/1980	30	15,6				50	4,3		19,6	
US0001	27/05/1980	31,1	16,1				45	4,2		22,6	
US0001	28/05/1980	31,7	15,6				50	3,7		18	
US0001	29/05/1980	29,4	16,7				57	6		17,3	
US0001	30/05/1980	30	14,4				50	7		24,7	
US0001	31/05/1980	22,8	11,7				50	4		13,5	
US0001	01/06/1980	25	14,4				50	3,5		27,3	
US0001	02/06/1980	25	13,9				50	3,6		21,9	
US0001	03/06/1980	25	11,1				48	3		20,7	
US0001	04/06/1980	25,6	16,7				62	6,7		10,6	
US0001	05/06/1980	32,8	17,2				53	7,5		23,9	
US0001	06/06/1980	31,7	18,3				63	5,2		30,4	
US0001	07/06/1980	26,7	17,2				58	6,3		29,2	
US0001	08/06/1980	21,7	8,9				32	5		30,6	
US0001	09/06/1980	27,2	12,2				30	6		27,1	
US0001	10/06/1980	27,2	13,3				34	3,4		19,1	
US0001	11/06/1980	27,2	8,3				33	4,5		22,7	
US0001	12/06/1980	29,4	15				46	5,5		20	
US0001	13/06/1980	31,7	17,8				50	6,7		8,1	
US0001	14/06/1980	30,6	17,2				54	5,5		25,5	
US0001	15/06/1980	26,7	15				50	4,4		23	
US0001	16/06/1980	20,6	10				39	1,9		12,8	
US0001	17/06/1980	21,1	11,1				53	3		25,6	
US0001	18/06/1980	27,8	12,2				60	4,5		29,7	
US0001	19/06/1980	20,6	11,7				50	4,9		27,2	
US0001	20/06/1980	22,2	10				35	3,7		14,3	
US0001	21/06/1980	26,7	10,6				47	3,1		23,6	
US0001	22/06/1980	27,2	14,4				53	3,6		28,2	
US0001	23/06/1980	26,7	17,2				50	3		27,6	
US0001	24/06/1980	28,9	15,6				47	4,2		23,9	
US0001	25/06/1980	30,6	16,1				49	2,7		27,3	
US0001	26/06/1980	33,9	19,4				45	3,5		24,3	
US0001	27/06/1980	35	22,2				47	5		28,5	
US0001	28/06/1980	34,4	17,2				20	3,5		26,7	
US0001	29/06/1980	29,4	15				28	5,3		23,9	
US0001	30/06/1980	27,8	10				33	4,4		19,7	
US0001	01/07/1980	31,1	17,8				40	5		12,2	
US0001	02/07/1980	30	13,3				18	3,9		17,7	
US0001	03/07/1980	26,1	12,8				50	2,3		29,3	
US0001	04/07/1980	31,1	16,1				61	3,5		19,6	
US0001	05/07/1980	33,3	19,4				50	3,8		27,6	
US0001	06/07/1980	31,7	19,4				56	4,7		21,6	
US0001	07/07/1980	35,6	24,4				33	5,4		26,8	
US0001	08/07/1980	35	20,6				34	2,9		23,2	
US0001	09/07/1980	32,8	21,1				52	4,8		18,1	
US0001	10/07/1980	32,8	21,1				50	3,1		25,5	
US0001	11/07/1980	33,3	22,8				41	3,5		27,4	
US0001	12/07/1980	33,3	22,2				19	4,2		20,1	
US0001	13/07/1980	33,9	20				31	5,1		16,5	
US0001	14/07/1980	36,1	23,3				50	5,3		29,1	
US0001	15/07/1980	35,6	21,7				50	3,8		22,4	
US0001	16/07/1980	33,3	19,4				50	3,7		20,4	
US0001	17/07/1980	33,3	16,1				28	4,1		19,1	
US0001	18/07/1980	32,2	19,4				50	5,7		18,1	
US0001	19/07/1980	31,7	19,4				50	5,1		28,6	
US0001	20/07/1980	31,7	23,9				38	4,8		26,2	
US0001	21/07/1980	27,8	17,8				33	3,9		27,8	
US0001	22/07/1980	27,2	14,4				31	4,1		26,6	
US0001	23/07/1980	26,1	12,2				30	2,5		10,3	
US0001	24/07/1980	31,1	12,2				30	4,6		15,4	
US0001	25/07/1980	30,6	16,7				35	3,1		24,5	
US0001	26/07/1980	26,1	18,3				50	3,4		25,5	
US0001	27/07/1980	26,1	11,7				31	2,2		26,7	
US0001	28/07/1980	30,6	12,8				33	3,7		22	
US0001	29/07/1980	31,7	16,1				21	3,8		23	
US0001	30/07/1980	35	19,4				26	5,7		26,6	
US0001	31/07/1980	31,1	17,2				18	3,1		20,2	
US0001	01/08/1980	33,3	17,8				50	2,7		23,1	
US0001	02/08/1980	28,9	21,1				51	4,9		7	
US0001	03/08/1980	30	14,4				26	3,4		26	
US0001	04/08/1980	30	15,6				50	4,6		22,9	
US0001	05/08/1980	30	12,8				20	3,3		24,4	
US0001	06/08/1980	30,6	18,9				56	4,6		29,5	
US0001	07/08/1980	35	20				37	4,4		20,9	
US0001	08/08/1980	35	23,9				32	5,6		20,9	
US0001	09/08/1980	30,6	18,3				54	4,1		22,2	
US0001	10/08/1980	29,4	18,3				57	4,1		25,7	
US0001	11/08/1980	26,1	18,3				50	3,9		19,9	
US0001	12/08/1980	25,6	14,4				42	2,6		10,5	
US0001	13/08/1980	29,4	16,7				49	4,7		16,1	
US0001	14/08/1980	28,9	17,2				34	3,4		1,7	
US0001	15/08/1980	25,6	13,3				37	4,2		18,7	
US0001	16/08/1980	23,9	12,8				94	6,2		21,5	
US0001	17/08/1980	26,7	17,2				50	3,6		22,5	
US0001	18/08/1980	30	13,9				64	3,5		19,1	
US0001	19/08/1980	31,7	18,3				61	5,3		23,9	
US0001	20/08/1980	31,7	21,7				52	5,5		23,2	
US0001	21/08/1980	28,9	13,9				33	4,7		22,5	
US0001	22/08/1980	27,8	14,4				38	2,5		22,1	
US0001	23/08/1980	27,8	13,9				34	5,3		21,8	
US0001	24/08/1980	29,4	15				35	5,6		20	
US0001	25/08/1980	31,7	16,7				30	4,7		4,4	
US0001	26/08/1980	31,7	18,9				41	1,8		13,4	
US0001	27/08/1980	31,1	15,6				36	3,8		19,5	
US0001	28/08/1980	27,2	16,7				50	3		10,7	
US0001	29/08/1980	31,1	17,8				41	3,9		14,5	
US0001	30/08/1980	30,6	18,3				50	3,6		17,8	
US0001	31/08/1980	25	16,7				54	3,8		21,4	
US0001	01/09/1980	27,2	17,2				41	4,2		21,3	
US0001	02/09/1980	25,6	11,7				36	2,5		21,6	
US0001	03/09/1980	30,6	16,1				45	6,3		20,3	
US0001	04/09/1980	30	15				50	3,4		15,2	
US0001	05/09/1980	28,9	13,3				47	2,6		17,9	
US0001	06/09/1980	29,4	15,6				62	4,1		19,4	
US0001	07/09/1980	33,3	18,9				39	4,3		15	
US0001	08/09/1980	33,9	18,3				39	3,5		20,9	
US0001	09/09/1980	32,2	13,3				51	5,8		13,1	
US0001	10/09/1980	23,9	7,8				21	2,3		14	
US0001	11/09/1980	25,6	12,8				35	4,7		8,7	
US0001	12/09/1980	30,6	16,1				50	5,3		5,9	
US0001	13/09/1980	27,2	15,6				50	4,6		16,9	
US0001	14/09/1980	21,7	13,9				45	3,5		5,3	
US0001	15/09/1980	23,3	12,8				55	4,2		18,5	
US0001	16/09/1980	22,8	10				63	4,4		18,7	
US0001	17/09/1980	18,3	3,3				34	3,4		14,8	
US0001	18/09/1980	23,9	7,8				38	3,8		13,8	
US0001	19/09/1980	30	10,6				49	6		17,6	
US0001	20/09/1980	30,6	16,7				52	6,9		13,1	
US0001	21/09/1980	29,4	10,6				28	3,6		18,8	
US0001	22/09/1980	27,2	11,7				50	6,1		11,9	
US0001	23/09/1980	20	3,3				25	2,4		15,4	
US0001	24/09/1980	21,1	5,6				34	3,1		17,9	
US0001	25/09/1980	20	8,3				50	4,8		16	
US0001	26/09/1980	20	0				27	3		16,6	
US0001	27/09/1980	25,6	10				39	4,4		9,2	
US0001	28/09/1980	25	10				21	3,8		16,6	
US0001	29/09/1980	23,3	7,2				49	4,5		10,7	
US0001	30/09/1980	28,3	10				27	3,7		8,2	
US0001	01/10/1980	27,8	9,4				18	4,1		7	
US0001	02/10/1980	20,6	6,1				23	6		9,9	
US0001	03/10/1980	10,6	1,7				38	3,5		15,8	
US0001	04/10/1980	13,3	0				46	2,2		15	
US0001	05/10/1980	18,3	-1,1				36	3,7		15,4	
US0001	06/10/1980	23,9	3,9				29	3		15,4	
US0001	07/10/1980	27,8	7,2				17	3,4		14,7	
US0001	08/10/1980	26,7	11,1				23	3,3		15	
US0001	09/10/1980	26,7	8,3				20	2,3		15,4	
US0001	10/10/1980	26,1	9,4				13	6,7		15,2	
US0001	11/10/1980	18,9	6,7				23	6,2		9,8	
US0001	12/10/1980	13,9	-3,3				28	1,7		13,7	
US0001	13/10/1980	18,9	1,7				30	4,9		2,9	
US0001	14/10/1980	18,3	8,3				38	5,1		5,5	
US0001	15/10/1980	17,2	3,3				48	5,1		7	
US0001	16/10/1980	21,1	8,9				77	6,5		5,4	
US0001	17/10/1980	20,6	5				71	6,5		13,1	
US0001	18/10/1980	9,4	0				41	6		13,3	
US0001	19/10/1980	15,6	-2,2				40	3,5		10,3	
US0001	20/10/1980	19,4	5				34	3,7		10,7	
US0001	21/10/1980	18,3	2,8				18	3,5		2,8	
US0001	22/10/1980	18,9	2,2				38	5,1		3,6	
US0001	23/10/1980	18,3	6,1				50	5		5,2	
US0001	24/10/1980	6,7	0,6				51	6,3		9,5	
US0001	25/10/1980	5	-1,1				40	5,5		1	
US0001	26/10/1980	4,4	-2,2				38	2,3		12,4	
US0001	27/10/1980	2,2	-1,1				50	6,6		10,6	
US0001	28/10/1980	4,4	-5				59	5,3		10,5	
US0001	29/10/1980	6,1	-5,6				62	2,5		10,4	
US0001	30/10/1980	13,9	-3,3				54	3,9		10,6	
US0001	31/10/1980	17,2	0				35	3,4		7,7	
US0001	01/11/1980	13,9	-1,7				24	3,2		4,3	
US0001	02/11/1980	16,7	-2,2				39	5,1		10	
US0001	03/11/1980	15	7,2				50	7,5		10,3	
US0001	04/11/1980	12,2	1,7				39	5,8		9,8	
US0001	05/11/1980	13,9	0				34	1,9		9,3	
US0001	06/11/1980	23,9	2,8				31	5		4,1	
US0001	07/11/1980	20	6,7				38	4,1		10	
US0001	08/11/1980	21,7	3,3				35	5,6		9,3	
US0001	09/11/1980	19,4	5				28	5,4		3,3	
US0001	10/11/1980	15,6	-3,3				37	4,3		6,7	
US0001	11/11/1980	6,7	1,7				48	5,7		1	
US0001	12/11/1980	15,6	2,8				51	6,3		1,2	
US0001	13/11/1980	14,4	1,7				61	5,7		5,3	
US0001	14/11/1980	2,8	-1,7				52	5,3		8,8	
US0001	15/11/1980	1,7	-2,2				69	3,5		3,1	
US0001	16/11/1980	6,7	-6,1				49	1		9	
US0001	17/11/1980	4,4	-5				43	3,8		8,2	
US0001	18/11/1980	4,4	-9,4				36	2,6		6,2	
US0001	19/11/1980	10	-6,7				46	3		8,4	
US0001	20/11/1980	7,8	-3,3				40	5,4		8,2	
US0001	21/11/1980	10,6	-6,7				28	4,8		4,9	
US0001	22/11/1980	12,8	0,6				27	6,9		8,4	
US0001	23/11/1980	8,3	1,1				52	5,7		7,1	
US0001	24/11/1980	3,3	-7,8				35	3,5		10	
US0001	25/11/1980	5	-12,2				37	3,1		4,1	
US0001	26/11/1980	6,1	-9,4				36	2,9		2,9	
US0001	27/11/1980	2,8	-5,6				58	2,8		7,9	
US0001	28/11/1980	5,6	-9,4				60	5,8		6,9	
US0001	29/11/1980	8,3	-1,1				35	7,6		2	
US0001	30/11/1980	15,6	-2,8				32	5,9		8	
US0001	01/12/1980	11,7	-4,4				36	7,1		6,2	
US0001	02/12/1980	-3,9	-16,7				50	6,5		4,5	
US0001	03/12/1980	-1,1	-18,3				60	5		1	
US0001	04/12/1980	1,7	-7,2				96	3,8		1	
US0001	05/12/1980	12,8	-0,6				61	4,2		1	
US0001	06/12/1980	10,6	0,6				42	2,8		5,8	
US0001	07/12/1980	1,7	-1,7				74	4,4		5,7	
US0001	08/12/1980	-1,1	-8,3				76	3,8		1,9	
US0001	09/12/1980	0,6	-8,9				75	2,5		2,8	
US0001	10/12/1980	-0,6	-12,2				55	3,7		6	
US0001	11/12/1980	-3,3	-10,6				86	3,4		6,9	
US0001	12/12/1980	9,4	-5,6				58	4,4		5,6	
US0001	13/12/1980	5,6	-12,2				67	4,5		2,9	
US0001	14/12/1980	3,3	-6,7				57	4,4		1,6	
US0001	15/12/1980	1,1	-7,8				65	2,3		5,4	
US0001	16/12/1980	1,7	-5,6				67	1,4		2,7	
US0001	17/12/1980	11,7	-1,1				55	6,3		6,7	
US0001	18/12/1980	10	-3,9				59	6,3		6,6	
US0001	19/12/1980	-2,2	-17,8				38	6,6		3,7	
US0001	20/12/1980	-11,1	-20,6				42	2,4		1,6	
US0001	21/12/1980	-5,6	-12,8				45	4,2		2,1	
US0001	22/12/1980	0	-9,4				52	6,2		6,4	
US0001	23/12/1980	0	-7,8				56	4,1		3,6	
US0001	24/12/1980	-3,9	-18,9				61	7,6		2,9	
US0001	25/12/1980	-9,4	-23,3				56	5,9		4,7	
US0001	26/12/1980	-4,4	-11,7				54	3,9		3,6	
US0001	27/12/1980	-0,6	-8,3				70	5,5		6,7	
US0001	28/12/1980	3,9	-6,1				74	4,6		3,3	
US0001	29/12/1980	7,8	-4,4				50	3,1		2,9	
US0001	30/12/1980	8,3	-3,9				63	5,7		3,8	
US0001	31/12/1980	4,4	-2,2				70	7		6,3	
US0001	01/01/1981	1,7	-2,2				81	6,7		6,2	
US0001	02/01/1981	1,7	-12,2				52	3,7		6	
US0001	03/01/1981	1,7	-16,1				52	5,7		6,2	
US0001	04/01/1981	-10	-16,7				35	4,4		3,3	
US0001	05/01/1981	1,1	-15,6				33	5,5		5,3	
US0001	06/01/1981	0,6	-5,6				64	5,9		7,8	
US0001	07/01/1981	-3,3	-17,8				27	4,2		7,4	
US0001	08/01/1981	-4,4	-15				48	3		4,1	
US0001	09/01/1981	-6,7	-13,9				49	5		8,1	
US0001	10/01/1981	-8,9	-21,1				48	3		5,1	
US0001	11/01/1981	-7,2	-21,1				39	4,1		5,8	
US0001	12/01/1981	8,3	-16,1				44	4,8		1,8	
US0001	13/01/1981	6,1	-7,2				46	3,8		7	
US0001	14/01/1981	1,7	-8,3				54	5,7		8,3	
US0001	15/01/1981	0	-12,2				57	6		8,5	
US0001	16/01/1981	-6,7	-17,8				40	5,9		7,8	
US0001	17/01/1981	6,1	-17,2				31	4,7		7,5	
US0001	18/01/1981	10	-8,3				43	4,1		6,6	
US0001	19/01/1981	9,4	-5,6				50	3,8		8,4	
US0001	20/01/1981	7,8	-7,2				40	3,5		8,6	
US0001	21/01/1981	6,7	-10				38	3,8		7,7	
US0001	22/01/1981	10	-6,7				42	2,8		8,3	
US0001	23/01/1981	12,8	-5				32	2,2		8	
US0001	24/01/1981	15,6	-3,9				38	2,6		2,6	
US0001	25/01/1981	15	-1,1				33	5,1		6,6	
US0001	26/01/1981	11,7	0				30	8,4		7,4	
US0001	27/01/1981	2,2	-5,6				41	4,6		9,5	
US0001	28/01/1981	-1,7	-14,4				50	3,1		9,5	
US0001	29/01/1981	-3,9	-17,8				37	4,1		3	
US0001	30/01/1981	0	-15,6				39	3,9		6,4	
US0001	31/01/1981	-0,6	-10				55	5,2		9,1	
US0001	01/02/1981	-3,3	-12,2				83	9,1		8,7	
US0001	02/02/1981	-11,1	-21,1				42	7,5		11	
US0001	03/02/1981	-8,9	-22,2				51	4,2		3,5	
US0001	04/02/1981	-8,9	-19,4				54	5,2		8,3	
US0001	05/02/1981	-1,1	-17,2				76	6,6		7,7	
US0001	06/02/1981	1,1	-11,1				56	4,7		8,8	
US0001	07/02/1981	0	-7,8				57	9,2		8,2	
US0001	08/02/1981	-6,7	-19,4				40	7,3		2,8	
US0001	09/02/1981	-8,3	-16,7				46	5,3		12,5	
US0001	10/02/1981	-8,9	-17,2				50	9,8		12	
US0001	11/02/1981	-16,1	-28,9				74	5,7		10	
US0001	12/02/1981	-1,1	-23,3				69	5,9		10,8	
US0001	13/02/1981	6,1	-11,1				51	5,3		8,8	
US0001	14/02/1981	10,6	-7,8				52	5,9		12,4	
US0001	15/02/1981	12,8	2,8				52	7,1		10	
US0001	16/02/1981	17,8	1,1				34	4,4		11,4	
US0001	17/02/1981	19,4	3,3				39	5,5		12,5	
US0001	18/02/1981	18,9	5,6				29	3,9		11,1	
US0001	19/02/1981	16,1	0				30	5,5		2,9	
US0001	20/02/1981	16,7	-2,8				31	4,3		1,1	
US0001	21/02/1981	15,6	2,8				36	4,7		13,1	
US0001	22/02/1981	6,7	1,7				61	11		13,7	
US0001	23/02/1981	10	-2,2				34	11,2		13,5	
US0001	24/02/1981	16,7	-3,9				31	4,2		9,8	
US0001	25/02/1981	16,1	0				30	7,3		3,9	
US0001	26/02/1981	6,7	-0,6				57	7,5		5,2	
US0001	27/02/1981	16,7	1,7				62	7,6		14,4	
US0001	28/02/1981	8,3	-0,6				41	8		15,7	
US0001	01/03/1981	11,7	-2,2				38	6		3,9	
US0001	02/03/1981	9,4	-8,9				41	5		7,4	
US0001	03/03/1981	5	-8,9				64	5,3		15,9	
US0001	04/03/1981	4,4	-0,6				57	6		16,4	
US0001	05/03/1981	6,7	-6,7				35	5,7		16,4	
US0001	06/03/1981	5,6	-7,2				27	5,3		16,3	
US0001	07/03/1981	3,3	-11,1				32	3,1		4	
US0001	08/03/1981	8,3	-7,2				32	1,3		14	
US0001	09/03/1981	7,2	-5				58	2,6		17,3	
US0001	10/03/1981	11,7	-6,7				31	4,4		17,6	
US0001	11/03/1981	11,1	-6,1				34	4,6		18	
US0001	12/03/1981	16,1	-2,8				23	4,9		17,7	
US0001	13/03/1981	13,9	-3,9				19	4,5		17	
US0001	14/03/1981	15,6	-7,2				22	4,6		18,2	
US0001	15/03/1981	16,1	5				29	7,8		15,2	
US0001	16/03/1981	13,3	-6,1				21	4,5		18,6	
US0001	17/03/1981	12,8	-3,3				17	6,1		18,3	
US0001	18/03/1981	6,1	-7,2				23	7,5		17	
US0001	19/03/1981	7,8	-5,6				25	8,2		6,2	
US0001	20/03/1981	9,4	-8,3				29	3,6		17,8	
US0001	21/03/1981	8,9	1,7				39	5,7		18	
US0001	22/03/1981	18,9	-3,9				24	3,4		16,2	
US0001	23/03/1981	16,1	-1,1				28	0,8		14,5	
US0001	24/03/1981	18,3	-0,6				31	3,2		12,3	
US0001	25/03/1981	20	3,3				25	4,3		17,4	
US0001	26/03/1981	17,8	1,7				26	3,7		11,8	
US0001	27/03/1981	19,4	2,2				38	6,4		8,1	
US0001	28/03/1981	24,4	14,4				40	7,8		6,5	
US0001	29/03/1981	21,7	7,8				50	8,7		16,7	
US0001	30/03/1981	13,3	6,7				50	5,4		19,5	
US0001	31/03/1981	18,9	10				31	9,2		20,6	
US0001	01/04/1981	18,3	6,7				19	9,2		2,7	
US0001	02/04/1981	28,9	2,8				19	7,1		3,3	
US0001	03/04/1981	27,8	15				51	9,8		17,3	
US0001	04/04/1981	18,9	2,2				81	8,4		21,6	
US0001	05/04/1981	9,4	-1,1				30	5		16,1	
US0001	06/04/1981	17,8	-2,2				27	6,3		4,6	
US0001	07/04/1981	20,6	5				43	5,3		18,9	
US0001	08/04/1981	20	7,8				50	4,7		8,5	
US0001	09/04/1981	20	1,7				25	4,5		9,5	
US0001	10/04/1981	25,6	7,2				63	4,4		4,9	
US0001	11/04/1981	23,9	11,7				34	5,1		24,5	
US0001	12/04/1981	18,9	7,2				71	4,4		23,2	
