#separateur|	;date_format|dd/MM/yyyy;heure_format|hh:mm:ss;float_separateur|,;
CodeStation	Jour	TMax	TMin	TMoy	HMax	HMin	HMoy	Vt	Ins	Rg	ETP
US0001	14/11/1983	6,7	2,8				79	6,9		2,7	
US0001	15/11/1983	5	1,1				60	7,7		4,4	
US0001	16/11/1983	4,4	-3,3				69	3,6		10	
US0001	17/11/1983	8,9	-3,3				66	4,6		8,2	
US0001	18/11/1983	11,1	-0,6				69	3,8		4,8	
US0001	19/11/1983	15,6	8,9				95	6		4	
US0001	20/11/1983	14,4	2,2				67	7,3		5,5	
US0001	21/11/1983	6,1	-1,1				66	3		9,1	
US0001	22/11/1983	3,9	0				99	5,5		1,7	
US0001	23/11/1983	2,8	-5,6				99	7,3		1	
US0001	24/11/1983	-1,1	-6,7				90	4,4		3,8	
US0001	25/11/1983	2,2	-12,2				80	2,3		3,9	
US0001	26/11/1983	1,7	-3,3				87	5		6,4	
US0001	27/11/1983	0,6	0				81	7,8		2,5	
US0001	28/11/1983	0,6	-2,8				88	6,4		2,9	
US0001	29/11/1983	-1,7	-9,4				69	7,9		3,7	
US0001	30/11/1983	-7,8	-11,7				88	5,2		4,8	
US0001	01/12/1983	-5,6	-16,1				84	3,7		4,8	
US0001	02/12/1983	-3,9	-11,1				76	3,3		8,8	
US0001	03/12/1983	-3,9	-16,7				68	2,9		4,9	
US0001	04/12/1983	0,6	-5,6				67	2,8		6,2	
US0001	05/12/1983	0	-7,8				62	4,4		5,5	
US0001	06/12/1983	-6,1	-9,4				93	4,6		9	
US0001	07/12/1983	-4,4	-14,4				63	3		6,3	
US0001	08/12/1983	-5	-16,1				81	3,1		3,5	
US0001	09/12/1983	-4,4	-11,1				82	3,6		8,2	
US0001	10/12/1983	-3,3	-12,2				98	5		5,5	
US0001	11/12/1983	0,6	-3,9				86	6		6,2	
US0001	12/12/1983	0,6	-12,8				63	4,1		5,8	
US0001	13/12/1983	-1,7	-9,4				93	3,2		3,5	
US0001	14/12/1983	-0,6	-7,8				74	4,8		4,4	
US0001	15/12/1983	-3,3	-12,2				71	8,8		4,8	
US0001	16/12/1983	-11,1	-21,7				80	4,4		9	
US0001	17/12/1983	-16,7	-24,4				89	3,9		9,1	
US0001	18/12/1983	-18,9	-27,2				64	4,1		7,9	
US0001	19/12/1983	-22,8	-27,8				70	3,2		4,5	
US0001	20/12/1983	-17,2	-27,8				87	4,1		6,6	
US0001	21/12/1983	-11,7	-20				60	5,5		5,3	
US0001	22/12/1983	-19,4	-27,8				60	6,5		5,7	
US0001	23/12/1983	-23,9	-27,8				77	6,6		5,4	
US0001	24/12/1983	-25	-29,4				85	11,3		5,4	
US0001	25/12/1983	-18,9	-28,9				72	7,3		6,4	
US0001	26/12/1983	-9,4	-21,7				76	4,7		6,2	
US0001	27/12/1983	-7,2	-10				78	4,1		6,1	
US0001	28/12/1983	-9,4	-17,2				73	6,4		8,2	
US0001	29/12/1983	-15	-22,2				67	5,4		6,8	
US0001	30/12/1983	-7,8	-20,6				79	5,6		8,6	
US0001	31/12/1983	-3,3	-8,9				98	5		6,3	
US0001	01/01/1984	-1,1	-8,3				96	2,6		5,1	
US0001	02/01/1984	-2,8	-10,6				99	3,1		6	
US0001	03/01/1984	1,7	-10				85	5,6		5	
US0001	04/01/1984	3,9	-4,4				72	4,5		8,1	
US0001	05/01/1984	5,6	-5				70	5		6,7	
US0001	06/01/1984	3,9	-1,1				77	3,6		8	
US0001	07/01/1984	2,8	-5,6				78	2,7		7,7	
US0001	08/01/1984	1,7	-5,6				81	3,8		6,4	
US0001	09/01/1984	-2,2	-6,7				63	5,1		5,2	
US0001	10/01/1984	-5,6	-20,6				62	4		7,2	
US0001	11/01/1984	-7,2	-18,3				78	5,5		4,6	
US0001	12/01/1984	-7,2	-10,6				73	4,1		4,6	
US0001	13/01/1984	-7,8	-16,1				79	4,9		5,1	
US0001	14/01/1984	-10	-16,1				80	3,7		6,4	
US0001	15/01/1984	-7,8	-16,7				76	3,1		5,6	
US0001	16/01/1984	-7,8	-14,4				70	5,2		5,9	
US0001	17/01/1984	-11,1	-20,6				68	4,4		6,3	
US0001	18/01/1984	-13,9	-26,1				62	3,4		5,8	
US0001	19/01/1984	-12,8	-25				87	5,9		6,9	
US0001	20/01/1984	-17,2	-27,8				68	4,6		7,3	
US0001	21/01/1984	-10,6	-27,2				95	5,9		5,9	
US0001	22/01/1984	-1,7	-17,8				80	4,6		6,9	
US0001	23/01/1984	0	-6,1				92	4,6		5,7	
US0001	24/01/1984	0,6	-10				83	4,4		7	
US0001	25/01/1984	3,9	-10				74	4,2		8	
US0001	26/01/1984	2,8	-2,8				79	5,5		6,8	
US0001	27/01/1984	-2,2	-13,3				87	4,4		9,1	
US0001	28/01/1984	2,8	-8,3				82	7,7		11,4	
US0001	29/01/1984	0	-6,7				99	5		3,2	
US0001	30/01/1984	-2,8	-12,2				99	6,5		8,4	
US0001	31/01/1984	0	-13,3				90	4,6		10,4	
US0001	01/02/1984	4,4	-7,8				72	3,2		7,4	
US0001	02/02/1984	3,9	-1,1				68	6,4		6,5	
US0001	03/02/1984	3,3	-2,2				75	6,1		10	
US0001	04/02/1984	2,8	-7,8				70	8,8		9	
US0001	05/02/1984	-1,7	-20,6				70	11,7		8,1	
US0001	06/02/1984	-8,3	-21,7				73	2,2		6,9	
US0001	07/02/1984	-4,4	-15,6				77	4,5		7,8	
US0001	08/02/1984	5	-10				73	3,6		10,9	
US0001	09/02/1984	6,7	-2,8				62	2,6		12,5	
US0001	10/02/1984	4,4	-0,6				78	2,1		10,5	
US0001	11/02/1984	3,3	0,6				93	5,1		4,9	
US0001	12/02/1984	6,7	2,2				79	5,2		8	
US0001	13/02/1984	2,8	0				84	3,9		4,5	
US0001	14/02/1984	11,1	-1,7				65	3,8		9,3	
US0001	15/02/1984	13,9	2,2				64	5,3		13,3	
US0001	16/02/1984	12,8	3,9				61	3,8		4	
US0001	17/02/1984	4,4	0				84	4,6		4,6	
US0001	18/02/1984	2,8	0				79	5,5		1,5	
US0001	19/02/1984	2,8	-1,1				92	6,8		4,4	
US0001	20/02/1984	7,2	-3,9				57	3,9		15,6	
US0001	21/02/1984	11,1	-3,3				57	3,3		14	
US0001	22/02/1984	16,7	-0,6				44	5,1		15,4	
US0001	23/02/1984	14,4	0,6				42	5,6		6	
US0001	24/02/1984	6,1	-2,2				60	3,6		13,6	
US0001	25/02/1984	8,9	-2,2				60	3,2		12,7	
US0001	26/02/1984	7,8	-1,7				60	4,8		11,7	
US0001	27/02/1984	5	-3,3				73	7,8		12,9	
US0001	28/02/1984	0,6	-4,4				56	8,5		9,3	
US0001	29/02/1984	1,7	-7,8				64	3,4		16,2	
US0001	01/03/1984	6,1	-3,9				68	2,9		16,4	
US0001	02/03/1984	5,6	-2,8				47	3,9		12,6	
US0001	03/03/1984	6,7	-2,8				60	4,8		15,6	
US0001	04/03/1984	6,1	-2,2				70	6,5		3,1	
US0001	05/03/1984	0,6	-5				81	8,2		6,5	
US0001	06/03/1984	-3,9	-16,7				70	4		16,8	
US0001	07/03/1984	-4,4	-11,7				99	4,8		8	
US0001	08/03/1984	-4,4	-13,3				99	5,1		11,8	
US0001	09/03/1984	-6,7	-20,6				78	1,6		10,7	
US0001	10/03/1984	0	-16,1				90	6,7		15,3	
US0001	11/03/1984	-1,1	-14,4				89	4,2		15,6	
US0001	12/03/1984	-5	-12,8				99	4,6		7,8	
US0001	13/03/1984	-1,7	-7,8				99	3		5,8	
US0001	14/03/1984	2,2	-1,1				99	6		9,3	
US0001	15/03/1984	2,2	-2,2				99	5,4		8,6	
US0001	16/03/1984	0	-5,6				90	5,8		6,8	
US0001	17/03/1984	0,6	-4,4				88	6		4	
US0001	18/03/1984	-1,1	-5				94	5,5		6,2	
US0001	19/03/1984	-1,7	-4,4				96	6,7		1,2	
US0001	20/03/1984	-0,6	-3,9				89	7,6		4,4	
US0001	21/03/1984	1,1	-1,7				89	10,1		4,7	
US0001	22/03/1984	3,3	-3,3				83	6,7		12,5	
US0001	23/03/1984	7,2	-3,9				66	2,6		18,1	
US0001	24/03/1984	7,8	-3,3				70	3,9		16,3	
US0001	25/03/1984	9,4	-2,2				61	4,1		22,6	
US0001	26/03/1984	8,9	0				52	6,2		5,5	
US0001	27/03/1984	5	1,1				95	5		3,5	
US0001	28/03/1984	8,9	0,6				58	6,4		16,1	
US0001	29/03/1984	7,2	-2,2				54	5,8		10	
US0001	30/03/1984	6,1	-3,3				64	3,9		18,8	
US0001	31/03/1984	8,3	-3,3				62	3,1		17,5	
US0001	01/04/1984	10,6	-2,2				64	2		16,5	
US0001	02/04/1984	10	2,8				66	6,5		7,7	
US0001	03/04/1984	8,9	0				71	9		3,8	
US0001	04/04/1984	8,9	0,6				65	6,5		11,7	
US0001	05/04/1984	13,3	1,1				45	4,6		24,9	
US0001	06/04/1984	15	0,6				47	3,5		24,7	
US0001	07/04/1984	15	3,9				51	6,4		4,6	
US0001	08/04/1984	10	5				76	7,2		3	
US0001	09/04/1984	8,3	3,9				99	5,3		4,2	
US0001	10/04/1984	12,8	6,1				85	4,3		8,5	
US0001	11/04/1984	12,2	6,7				99	5,9		2,9	
US0001	12/04/1984	12,8	8,9				92	8,7		5,7	
US0001	13/04/1984	8,9	4,4				91	7,4		4,6	
US0001	14/04/1984	8,3	5,6				91	6,8		2,7	
US0001	15/04/1984	13,9	5				62	7		14,7	
US0001	16/04/1984	15,6	6,1				43	8,2		24,5	
US0001	17/04/1984	13,9	3,3				45	5,7		26,4	
US0001	18/04/1984	15	0,6				44	4,5		22,9	
US0001	19/04/1984	13,9	0				66	2,7		18,3	
US0001	20/04/1984	14,4	3,3				58	6,5		15,3	
US0001	21/04/1984	13,3	5				68	8,7		2,2	
US0001	22/04/1984	5,6	0				99	6,4		1,5	
US0001	23/04/1984	14,4	1,1				50	5		18,7	
US0001	24/04/1984	18,3	4,4				56	4,4		23,8	
US0001	25/04/1984	20,6	5				39	5,5		19,9	
US0001	26/04/1984	27,2	13,9				56	8,1		17,4	
US0001	27/04/1984	26,7	13,3				56	10,6		27	
US0001	28/04/1984	15	2,2				41	5,9		27,5	
US0001	29/04/1984	14,4	4,4				78	9,4		1	
US0001	30/04/1984	8,3	1,1				99	10,5		24	
US0001	01/05/1984	15	1,7				47	3,5		24,7	
US0001	02/05/1984	16,1	5,6				65	5,9		11,7	
US0001	03/05/1984	15	6,1				63	4,8		10,6	
US0001	04/05/1984	12,8	2,2				72	2,9		12,2	
US0001	05/05/1984	18,3	3,9				52	3,1		24,6	
US0001	06/05/1984	18,3	10				52	5		12,2	
US0001	07/05/1984	14,4	6,7				60	7,7		8,5	
US0001	08/05/1984	11,7	0,6				49	7,7		20,4	
US0001	09/05/1984	17,2	3,3				48	5,3		26,3	
US0001	10/05/1984	22,2	6,7				60	3,9		22,2	
US0001	11/05/1984	22,8	11,7				56	4,2		18,4	
US0001	12/05/1984	22,2	7,8				46	3,6		11,7	
US0001	13/05/1984	24,4	13,9				42	5,5		28,1	
US0001	14/05/1984	21,7	6,7				46	2,5		28,7	
US0001	15/05/1984	21,7	11,1				41	3,4		12,4	
US0001	16/05/1984	22,8	10				49	6,3		18,4	
US0001	17/05/1984	30	10,6				50	6,1		17,3	
US0001	18/05/1984	29,4	18,9				55	4,4		5,2	
US0001	19/05/1984	22,8	15,6				68	2,1		8,5	
US0001	20/05/1984	25,6	11,7				50	2,6		27,1	
US0001	21/05/1984	26,1	11,7				56	3,9		28,6	
US0001	22/05/1984	25,6	14,4				62	4		11,3	
US0001	23/05/1984	22,2	7,8				46	4		32,1	
US0001	24/05/1984	26,1	18,3				56	6		10,9	
US0001	25/05/1984	20	9,4				95	5,4		11,1	
US0001	26/05/1984	16,7	5,6				58	3		27,3	
US0001	27/05/1984	17,2	8,9				57	6,6		2,3	
US0001	28/05/1984	16,7	6,7				55	5,9		21,7	
US0001	29/05/1984	16,7	5				51	4,3		31,5	
US0001	30/05/1984	20,6	5,6				44	3,5		31,3	
US0001	31/05/1984	25,6	9,4				53	6,2		30,3	
US0001	01/06/1984	27,8	16,7				56	4,9		21,1	
US0001	02/06/1984	26,7	12,8				68	4,9		28,8	
US0001	03/06/1984	26,1	11,7				42	3		30,7	
US0001	04/06/1984	25,6	15,6				65	5,5		13,3	
US0001	05/06/1984	30	17,8				56	6,6		23,9	
US0001	06/06/1984	30	19,4				54	6,8		17,5	
US0001	07/06/1984	27,2	19,4				75	5,9		12,6	
US0001	08/06/1984	27,8	17,2				50	4,8		32,1	
US0001	09/06/1984	28,3	16,7				64	4,2		2,9	
US0001	10/06/1984	23,3	13,9				64	4,7		25,5	
US0001	11/06/1984	25,6	11,7				67	4,6		11,1	
US0001	12/06/1984	25,6	18,3				84	4,3		11,6	
US0001	13/06/1984	26,7	20				70	3,1		25,1	
US0001	14/06/1984	27,2	15,6				65	4,6		18,8	
US0001	15/06/1984	26,7	15,6				65	4,1		12,3	
US0001	16/06/1984	28,9	17,2				75	4,2		13,3	
US0001	17/06/1984	28,9	20,6				71	5,1		11,2	
US0001	18/06/1984	27,8	18,9				58	3,8		29,5	
US0001	19/06/1984	28,3	15,6				47	2,2		28,9	
US0001	20/06/1984	28,3	17,2				57	3,4		11,2	
US0001	21/06/1984	28,3	18,3				63	3,6		18,4	
US0001	22/06/1984	30	17,8				65	3,9		27,9	
US0001	23/06/1984	30	17,2				65	4,8		23,4	
US0001	24/06/1984	27,2	14,4				46	3,6		28,9	
US0001	25/06/1984	30	16,7				50	3,8		25,8	
US0001	26/06/1984	32,2	18,9				57	5		28,3	
US0001	27/06/1984	31,7	15,6				59	3,8		31,5	
US0001	28/06/1984	27,8	14,4				52	2,3		19	
US0001	29/06/1984	27,8	15				50	4,2		30,1	
US0001	30/06/1984	25,6	13,9				57	1,3		27	
US0001	01/07/1984	26,1	13,3				59	2,4		24	
US0001	02/07/1984	27,8	13,9				53	3,8		26,6	
US0001	03/07/1984	27,8	16,7				69	3,7		20,7	
US0001	04/07/1984	29,4	17,8				57	3		17,6	
US0001	05/07/1984	28,9	14,4				48	3,4		22,5	
US0001	06/07/1984	25,6	13,9				67	3,6		32,2	
US0001	07/07/1984	23,9	9,4				52	4,2		31	
US0001	08/07/1984	31,1	15,6				70	6,3		18,8	
US0001	09/07/1984	33,3	25				64	6,5		18	
US0001	10/07/1984	33,3	26,1				61	4,9		13,2	
US0001	11/07/1984	28,9	15,6				50	3,2		29,6	
US0001	12/07/1984	30	16,7				58	2,6		27	
US0001	13/07/1984	30	16,7				56	4,7		19,4	
US0001	14/07/1984	33,3	19,4				63	5,1		14,7	
US0001	15/07/1984	30	14,4				52	3,2		29,8	
US0001	16/07/1984	28,9	14,4				57	3,4		27,8	
US0001	17/07/1984	28,9	15				57	4,5		28,8	
US0001	18/07/1984	25,6	12,8				54	2,5		29,7	
US0001	19/07/1984	30	15				62	3,9		18,3	
US0001	20/07/1984	29,4	19,4				71	3,4		26,7	
US0001	21/07/1984	30,6	18,3				62	4		24,4	
US0001	22/07/1984	32,8	21,1				57	4,4		23,9	
US0001	23/07/1984	32,8	20				58	2,9		23	
US0001	24/07/1984	32,8	19,4				43	3,8		19,8	
US0001	25/07/1984	27,8	18,3				67	3,2		10,4	
US0001	26/07/1984	24,4	15,6				92	3,4		15,7	
US0001	27/07/1984	25	16,1				62	2,3		16	
US0001	28/07/1984	25,6	13,9				61	2,4		24,9	
US0001	29/07/1984	25,6	13,3				56	3,2		25,2	
US0001	30/07/1984	26,7	12,8				58	3,8		23,9	
US0001	31/07/1984	28,3	13,3				55	3,6		20,1	
US0001	01/08/1984	28,9	15,6				63	3,2		17,5	
US0001	02/08/1984	29,4	19,4				60	2,9		23,2	
US0001	03/08/1984	30	16,7				60	2,3		16,6	
US0001	04/08/1984	31,1	20				60	2,9		21,6	
US0001	05/08/1984	32,2	19,4				59	3,8		22,1	
US0001	06/08/1984	33,3	19,4				63	2,8		26,3	
US0001	07/08/1984	33,3	20,6				61	3,8		16,7	
US0001	08/08/1984	32,2	18,9				55	3,2		28	
US0001	09/08/1984	31,7	17,8				44	3,4		26,7	
US0001	10/08/1984	29,4	15				50	2,6		25,8	
US0001	11/08/1984	28,9	15				58	2,3		24,5	
US0001	12/08/1984	28,9	15,6				59	3,1		23,1	
US0001	13/08/1984	28,9	14,4				61	2,9		22,1	
US0001	14/08/1984	30,6	16,1				54	3,4		26,1	
US0001	15/08/1984	32,2	15,6				59	2,7		12,3	
US0001	16/08/1984	32,2	20,6				60	3		16,4	
US0001	17/08/1984	27,2	21,1				79	3,4		1,8	
US0001	18/08/1984	27,8	18,3				74	3,6		15	
US0001	19/08/1984	27,8	12,8				55	3,8		23,4	
US0001	20/08/1984	27,2	12,2				56	4,1		23,1	
US0001	21/08/1984	26,7	16,7				75	3,2		9,8	
US0001	22/08/1984	25,6	15,6				76	4,2		26,7	
US0001	23/08/1984	23,3	8,3				55	2,8		16,7	
US0001	24/08/1984	23,9	10				59	3,7		19,5	
US0001	25/08/1984	28,3	11,1				53	4,6		15,9	
US0001	26/08/1984	32,2	17,2				53	5,7		21,6	
US0001	27/08/1984	36,1	20,6				47	3,7		24,2	
US0001	28/08/1984	36,1	15,6				54	2,4		24,9	
US0001	29/08/1984	36,1	17,8				52	3,2		19,5	
US0001	30/08/1984	34,4	13,3				20	3,4		24,2	
US0001	31/08/1984	30,6	10				38	4,6		18,1	
US0001	01/09/1984	36,1	22,2				42	6,9		17,2	
US0001	02/09/1984	33,9	16,7				50	4,9		5	
US0001	03/09/1984	22,2	11,1				52	3,8		21,9	
US0001	04/09/1984	25,6	10,6				59	3,6		20,5	
US0001	05/09/1984	24,4	7,2				39	4		23,6	
US0001	06/09/1984	21,7	12,8				71	6		6,8	
US0001	07/09/1984	32,8	20				40	9		18,6	
US0001	08/09/1984	31,1	12,8				50	5,1		19,2	
US0001	09/09/1984	24,4	11,7				55	3,8		8,3	
US0001	10/09/1984	21,1	11,7				72	4		2,8	
US0001	11/09/1984	23,9	10,6				55	4,6		19,9	
US0001	12/09/1984	32,8	19,4				57	6,5		18	
US0001	13/09/1984	32,8	17,2				54	3,9		9,4	
US0001	14/09/1984	21,1	11,7				66	5,1		7,3	
US0001	15/09/1984	17,8	4,4				40	3		18,3	
US0001	16/09/1984	18,9	3,3				37	2,6		18,5	
US0001	17/09/1984	22,8	5				44	4,6		19,1	
US0001	18/09/1984	27,2	10				51	4,6		21	
US0001	19/09/1984	32,8	11,1				41	4,2		20,7	
US0001	20/09/1984	32,8	13,3				27	3,8		19,7	
US0001	21/09/1984	28,3	11,1				40	5,2		19,6	
US0001	22/09/1984	27,8	17,2				51	4,6		3,8	
US0001	23/09/1984	26,1	12,8				63	4,1		14,3	
US0001	24/09/1984	28,3	17,8				68	6		7,4	
US0001	25/09/1984	18,3	4,4				64	6,7		9,4	
US0001	26/09/1984	10	-0,6				42	2,8		15,7	
US0001	27/09/1984	11,1	3,9				57	3,1		13,9	
US0001	28/09/1984	10,6	3,9				50	4,8		13,6	
US0001	29/09/1984	15	-1,7				34	2,7		16,7	
US0001	30/09/1984	16,7	1,1				29	2,8		17	
US0001	01/10/1984	19,4	0				27	4,1		17,9	
US0001	02/10/1984	23,3	5				40	5,1		15,5	
US0001	03/10/1984	22,8	8,9				34	2,6		15	
US0001	04/10/1984	22,2	6,1				50	3,7		7	
US0001	05/10/1984	20,6	11,7				57	3,8		6,7	
US0001	06/10/1984	20	13,3				89	3,9		1	
US0001	07/10/1984	19,4	13,3				78	2,9		3,6	
US0001	08/10/1984	18,9	8,9				72	2,3		2,1	
US0001	09/10/1984	21,1	8,9				60	2,7		7,9	
US0001	10/10/1984	22,8	11,7				67	3,6		7,2	
US0001	11/10/1984	19,4	13,9				86	3,7		3	
US0001	12/10/1984	22,8	15				73	3,3		6,7	
US0001	13/10/1984	22,8	13,3				65	3,1		5,9	
US0001	14/10/1984	19,4	14,4				93	3,5		5	
US0001	15/10/1984	18,3	7,8				91	5		3,5	
US0001	16/10/1984	8,9	5				99	0,6		1,5	
US0001	17/10/1984	13,3	0				53	4,6		13,4	
US0001	18/10/1984	12,2	7,8				99	7,4		1	
US0001	19/10/1984	13,3	5				99	8,2		11,2	
US0001	20/10/1984	13,9	3,3				41	2,4		12,8	
US0001	21/10/1984	12,2	1,7				51	3,7		7,2	
US0001	22/10/1984	12,2	0,6				50	1,8		9,8	
US0001	23/10/1984	11,1	-2,2				40	2,7		13,8	
US0001	24/10/1984	13,9	-1,7				42	3,7		12,6	
US0001	25/10/1984	12,2	6,1				73	2,8		1,8	
US0001	26/10/1984	19,4	3,3				68	5,9		13,8	
US0001	27/10/1984	20	13,9				86	7,9		3	
US0001	28/10/1984	14,4	0,6				73	3,2		8,2	
US0001	29/10/1984	15,6	-2,8				41	4		11,3	
US0001	30/10/1984	10,6	0,6				65	5,3		10,7	
US0001	31/10/1984	12,2	-2,2				95	5,5		1,5	
US0001	01/11/1984	16,7	-3,9				92	7		11,3	
US0001	02/11/1984	3,3	-7,8				45	5,1		9,3	
US0001	03/11/1984	13,3	0,6				66	6,7		10,1	
US0001	04/11/1984	16,1	2,2				46	4,1		12,1	
US0001	05/11/1984	8,9	-2,2				46	4,2		10,2	
US0001	06/11/1984	16,1	-4,4				40	3,9		12,5	
US0001	07/11/1984	17,2	6,7				56	6,9		9,6	
US0001	08/11/1984	18,3	1,7				40	2,3		10,4	
US0001	09/11/1984	15	8,3				87	6,3		1	
US0001	10/11/1984	11,1	-1,1				58	8,7		3,3	
US0001	11/11/1984	0	-3,9				75	2,9		5,9	
US0001	12/11/1984	6,7	-4,4				71	3,3		9,2	
US0001	13/11/1984	13,9	0,6				61	5,5		8,3	
US0001	14/11/1984	15,6	6,1				71	6,5		5	
US0001	15/11/1984	13,3	0,6				64	9,7		4,7	
US0001	16/11/1984	8,3	-6,1				33	4,4		11	
US0001	17/11/1984	4,4	-3,3				65	3,5		4,9	
US0001	18/11/1984	3,9	-4,4				58	3,1		10,3	
US0001	19/11/1984	1,1	-7,8				51	3,1		9,1	
US0001	20/11/1984	1,7	-10				54	2,6		9,7	
US0001	21/11/1984	5,6	-8,3				52	5,1		9,5	
US0001	22/11/1984	11,1	-3,3				49	5		4,5	
US0001	23/11/1984	10,6	-5,6				61	2		9,2	
US0001	24/11/1984	15,6	-2,2				54	4,5		8,3	
US0001	25/11/1984	10,6	0				55	5,4		6,6	
US0001	26/11/1984	15	6,1				54	6,7		4,8	
US0001	27/11/1984	10	-3,3				67	6,1		1,6	
US0001	28/11/1984	0	-7,2				64	4,1		3,3	
US0001	29/11/1984	5	-3,3				86	3,6		3,9	
US0001	30/11/1984	2,2	-3,3				74	4,3		3,7	
US0001	01/12/1984	2,2	-6,7				74	0,6		5,2	
US0001	02/12/1984	0,6	-5,6				99	2		3,7	
US0001	03/12/1984	-4,4	-12,8				59	4,7		7,5	
US0001	04/12/1984	-4,4	-15				68	2,9		6,2	
US0001	05/12/1984	-0,6	-12,8				82	3,3		4,9	
US0001	06/12/1984	-6,1	-19,4				41	4		5,6	
US0001	07/12/1984	14,4	-10				41	4,1		8,3	
US0001	08/12/1984	11,1	-6,7				58	3,3		8,6	
US0001	09/12/1984	6,1	-1,1				83	2		4,9	
US0001	10/12/1984	5	-2,8				80	2,3		5,1	
US0001	11/12/1984	10,6	-2,8				76	5,5		4,2	
US0001	12/12/1984	8,9	-7,2				73	4,3		2,5	
US0001	13/12/1984	-0,6	-11,1				60	3,9		5,3	
US0001	14/12/1984	0	-3,9				70	3,7		4,9	
US0001	15/12/1984	2,8	-5,6				94	2,7		3,4	
US0001	16/12/1984	9,4	-2,2				95	6		3	
US0001	17/12/1984	-1,7	-7,2				70	3,5		7,1	
US0001	18/12/1984	-5,6	-13,3				64	1,4		7,4	
US0001	19/12/1984	-2,2	-9,4				58	3		8,9	
US0001	20/12/1984	1,1	-10				62	0,5		8,4	
US0001	21/12/1984	0,6	-3,9				97	1		2,4	
US0001	22/12/1984	0,6	-11,7				67	4,9		4,2	
US0001	23/12/1984	0	-6,1				70	1,8		3,8	
US0001	24/12/1984	-5	-16,7				69	4,7		3	
US0001	25/12/1984	-1,7	-18,3				67	4,3		4,2	
US0001	26/12/1984	0,6	-8,3				96	3,7		2,4	
US0001	27/12/1984	6,7	0				99	4		1,4	
US0001	28/12/1984	18,9	4,4				73	8,5		2,8	
US0001	29/12/1984	16,7	-9,4				77	5		5,9	
US0001	30/12/1984	-2,8	-11,7				56	2,2		8,6	
US0001	31/12/1984	-2,2	-10,6				50	4		2,7	
US0001	01/01/1985	-8,3	-15				73	5,9		5,2	
US0001	02/01/1985	-8,3	-20,6				76	1,1		5,5	
US0001	03/01/1985	-5,6	-18,3				77	2		5,9	
US0001	04/01/1985	2,8	-12,8				74	3,3		8,6	
US0001	05/01/1985	3,3	-8,3				75	2,2		9	
US0001	06/01/1985	6,1	-1,7				73	4,9		3,5	
US0001	07/01/1985	3,3	-3,3				61	6		8,9	
US0001	08/01/1985	1,1	-15,6				70	4		7,4	
US0001	09/01/1985	-5	-9,4				71	2,7		4,2	
US0001	10/01/1985	-5	-12,2				81	1,7		2,9	
US0001	11/01/1985	-6,7	-18,9				86	5,2		5,6	
US0001	12/01/1985	-8,9	-19,4				77	4,6		5,8	
US0001	13/01/1985	1,1	-11,1				85	6,3		9,5	
US0001	14/01/1985	1,7	-11,7				72	7,3		8,5	
US0001	15/01/1985	-8,3	-17,8				73	0,7		5,5	
US0001	16/01/1985	-5	-10,6				85	1,7		4,7	
US0001	17/01/1985	-1,1	-12,8				80	3,5		4	
US0001	18/01/1985	2,2	-11,7				82	5,7		7,8	
US0001	19/01/1985	-11,7	-28,9				56	6,7		8,7	
US0001	20/01/1985	-17,8	-29,4				59	6,7		4,1	
US0001	21/01/1985	-2,8	-18,3				58	6,8		10,4	
US0001	22/01/1985	-2,8	-11,1				64	6,1		10,7	
US0001	23/01/1985	-1,7	-11,7				69	5		8,8	
US0001	24/01/1985	0	-3,3				72	5,8		8,9	
US0001	25/01/1985	0,6	-19,4				80	7		10,1	
US0001	26/01/1985	0	-17,2				77	3,2		8,6	
US0001	27/01/1985	-1,7	-7,2				70	5,1		9,4	
US0001	28/01/1985	-3,9	-16,7				55	2,8		11,8	
US0001	29/01/1985	-1,7	-11,1				78	3,3		2,8	
US0001	30/01/1985	-1,7	-20,6				76	4,9		4,9	
US0001	31/01/1985	-15,6	-26,7				65	4,3		7,1	
US0001	01/02/1985	-13,9	-23,3				66	3,2		11,2	
US0001	02/02/1985	-8,9	-22,2				67	1,2		12,6	
US0001	03/02/1985	-9,4	-18,9				63	1,7		12,6	
US0001	04/02/1985	-10	-17,2				59	3,1		6,6	
US0001	05/02/1985	-10,6	-20				95	1,1		6,1	
US0001	06/02/1985	-10,6	-23,9				98	3,2		11,9	
US0001	07/02/1985	-10	-22,8				73	3,6		14	
US0001	08/02/1985	-8,9	-17,8				93	3,1		11	
US0001	09/02/1985	-5,6	-11,1				99	5		5	
US0001	10/02/1985	-5,6	-6,7				99	3,5		7	
US0001	11/02/1985	-6,1	-14,4				80	6,6		10,1	
US0001	12/02/1985	-6,1	-17,2				75	5		12,1	
US0001	13/02/1985	-4,4	-12,8				99	5		13,1	
US0001	14/02/1985	-5	-15				66	6,3		13,9	
US0001	15/02/1985	-6,7	-18,3				86	3,1		11	
US0001	16/02/1985	5	-10,6				62	4,9		13,1	
US0001	17/02/1985	5,6	-6,1				47	4,1		15,5	
US0001	18/02/1985	3,3	0				59	4,6		14	
US0001	19/02/1985	5,6	-1,1				70	2		15,3	
US0001	20/02/1985	4,4	-3,3				97	4,5		8,2	
US0001	21/02/1985	7,8	-0,6				91	4,7		3,2	
US0001	22/02/1985	6,7	-1,1				84	0,9		6,5	
