Jour	NbJas	NumPhase	DegresDuJour	Lai	FTSW	Cstr	Eto	ETM	ETR	Sla	Assim	DayLength	Par	RgCalc	VDPCalc	TMoyCalc	HMoyCalc	EauDispo	StockSurface	StockRac	RURac	Kcp	Kce	EvapPot	Evap	TrPot	Tr	Lr	Dr	SumDegresDay	BiomasseTotale	BiomasseAerienne	BiomasseFeuilles	BiomasseTiges	BiomasseVegetative	BiomasseRacinaire	Rdt	VitesseRacinaire	FESW	Kc	Ltr	DRespMaint	DBiomTot	DRdtPot	Reallocation	RdtPot	RayExtra	SumDDPhasePrec	SeuilTemp	TMinMoy	TMaxMoy	FtswMoy	IrrigTotDay	Conversion	StockTotal	BiomMc	StockMc	LitFeuilles	LitTiges	FeuillesUp	TigesUp	Hum	EToCO2
19/05/2012	21	2	15,15	0,128136898146053	0,44868915354627	0,789187156019399	5,46364850289203	6,86714429453663	1,55424263435114	0,00210648429290104	17,9530605811702	14,5455580106129	8,35	16,7	0	23,15	60,4	0,8	6,04167149745431	25,9832373944404	61,3731796526519	0,3	0,95687885867872	5,22804974366902	0,26069026730504	1,63909455086761	1,2935523670461	0	0	210,6	183,476101153998	111,745270983955	60,8297429882962	50,9155279956585	110,18088649169	71,7308301700429	0	15	0,223301969294621	1,25687885867872	0,952376668501258	1,9310966864677	16,0219638947025	0	0	0	40,1344066565107	90	410	17,2	29,1	5	0	5,8	162,610057741788	0	0	0	0	0	0	198	5,46364850289203
20/05/2012	22	2	8,8	0,140131932648652	0,449278750498341	0,83579569468767	4,68865352962345	5,87196028718648	1,40221713277507	0,0020706955374797	21,6202249469977	14,5756413644118	9,05	18,1	0	16,8	64,6	0,5	6,15263601394826	27,0610202616653	63,3531796526519	0,3	0,952376668501258	4,46536422829945	0,226590202592638	1,40659605888704	1,17562693018243	0	0	219,4	204,019446401492	124,463728730451	67,6738468366093	56,7898818938421	122,721291441062	79,5557176710406	0	15	0,225264170022531	1,25237666850126	0,950036609078036	1,36447746933683	20,2557474776609	0	0	0	40,2468055393229	90	410	10,9	22,7	4,9	0	5,8	161,707840609013	0	0	0	0	0	0	198	4,68865352962345
21/05/2012	23	2	9,1	0,166304602307656	0,444506457761031	0,789206764955899	5,3307985150086	6,66369329937958	1,48946333405139	0,00211365593509792	34,0876250922279	14,604982305144	13,85	27,7	0	17,1	45	0	5,77143878471743	27,551556927614	65,3331796526519	0,3	0,950036609078036	5,064453744877	0,227332658852892	1,59923955450258	1,26213067519849	0	0	228,5	237,01973670499	144,98143619275	78,6810187723155	66,3004174204343	142,951760051209	92,0383005122404	0	15	0,211867631334307	1,25003660907804	0,945489238213994	1,54932429339894	32,5383007988289	0	0	0	40,3556086077586	90	410	9,1	25,1	2	0	5,8	160,218377274962	0	0	0	0	0	0	198	5,3307985150086
22/05/2012	24	2	12,5	0,190024386876758	0,438718792961528	0,714399646900391	6,60270890967767	8,22360289006319	1,66166952132488	0,00211385106608196	35,3808216522504	14,6335637790933	13,45	26,9	0	20,5	44,2	0	5,37354555908212	27,8698874062891	67,3131796526519	0,3	0,945489238213994	6,24279021715989	0,246577647226943	1,9808126729033	1,41509187409794	0	0	241	270,59184210713	165,96485016873	89,8948795049076	76,0699706638219	163,641415489313	104,6269919384	0	15	0,198741004983382	1,24548923821399	0,935642480337739	2,2787109138786	33,1021107383718	0	0	0	40,4608043990191	90	410	13,2	27,8	4	0	5,8	158,556707753637	0	0	0	0	0	0	198	6,60270890967767
23/05/2012	25	2	15,55	0,208490523566154	0,430776702063876	0,654136191946352	7,713570865194	9,53121583612923	1,76082988469729	0,00207906008775295	33,8327238628654	14,6613688584542	12,35	24,7	0	23,55	49,7	0	4,98665544473894	28,0890575215918	69,2931796526519	0,3	0,935642480337739	7,21714457657104	0,247112123077391	2,3140712595582	1,5137177616199	0	0	256,55	301,64476655028	185,472647501105	100,281143769871	85,1915037312341	182,876112265787	116,172119049175	0	15	0,185039447626795	1,23564248033774	0,926807165742435	3,21452666150911	30,6181972013563	0	0	0	40,5623821105578	90	410	16	31,1	6,3	0	5,8	156,79587786894	0	0	0	0	0	0	198	7,713570865194
24/05/2012	26	2	11,8	0,217388299051679	0,481555299614438	0,976452823444319	3,57920034773953	4,39098863423468	1,38771122575707	0,00200868806082024	26,1532194613075	14,6883807712238	5,85	11,7	0	19,8	76,4	4,3	8,74208553303867	32,8905359558885	71,1823693127057	0,3	0,926807165742435	3,31722852991282	0,339235140190127	1,07376010432186	1,04847608556695	0	0	268,35	325,366399940982	200,43890270449	108,224021087132	92,2148816173584	197,632846499369	124,927497236492	0	15	0,319788410631506	1,22680716574244	0,919986567649642	2,76367847219733	23,3895409891102	0	0	0	40,6603315758191	90	410	12,8	26,8	4,8	0	5,8	159,708166643183	0	0	0	0	0	0	198	3,57920034773953
25/05/2012	27	2	7,45	0,216366529170244	0,508055388378917	1	2,00192144573717	2,4423172732891	0,86685579601127	0,00191506963470027	16,2029996171142	14,7145829318302	3,4	6,8	0	15,45	85,2	2,3	10,639071413541	36,3036801598772	73,1623693127057	0,3	0,919986567649642	1,84174083956795	0,266279362290118	0,600576433721152	0,600576433721152	0	0	275,8	339,562815359446	209,422125004063	112,981024423223	96,4411005808402	206,490307650106	130,140690355383	0	15	0,380237105132186	1,21998656764964	0,916718054028518	2,20532775111422	13,997671866	0	0	0	40,7546432412727	90	410	11,6	19,3	2,5	0	5,8	161,141310847171	0	0	0	0	0	0	198	2,00192144573717
26/05/2012	28	2	15,3	0,239587640504657	0,513474362237779	1	2,58686944725343	3,14749075988802	1,11255534735025	0,00193504074525442	35,8181895409191	14,7399589724076	7,55	15,1	0	23,3	88,1	0,3	10,4341832218469	37,471124812527	75,1423693127057	0,3	0,916718054028518	2,37142992571199	0,336494513174218	0,776060834176029	0,776060834176029	0	0	291,1	371,867160545986	229,937759003193	123,815294893522	106,122464109672	226,718731824654	141,929401542792	0	15	0,376689786967664	1,21671805402852	0,917092800563196	3,96609093445874	31,8520986064604	0	0	0	40,8453081447558	90	410	14,6	32	5,1	0	5,8	160,328755499821	0	0	0	0	0	0	198	2,58686944725343
27/05/2012	29	2	18	0,284953438672154	0,511539325932346	0,816662615044953	6,90944480953708	8,40943553357632	2,51085610815544	0,00201119419289245	58,0836191387093	14,7644927746188	13,6	27,2	0	27,05	65,6	0	9,27461089937663	36,9402687043715	77,1223693127057	0,3	0,917092800563196	6,3366020907152	0,818050528155843	2,07283344286112	1,6928055799996	0	0	309,1	425,061806040024	263,944490280153	141,683701991174	122,260788288979	260,249383867353	161,117315759871	0	15	0,359303829953406	1,2170928005632	0,908613873932711	5,63367521234882	52,4499439263604	0	0	0	40,9323178951224	90	410	21,4	32,7	5,8	0	5,8	157,817899391666	0	0	0	0	0	0	198	6,90944480953708
28/05/2012	30	2	14,55	0,340467031175803	0,504665903831017	0,814731980639064	6,73564177618154	8,14079010053377	2,41244122411079	0,00207390658664362	70,575567022122	14,7881685019199	14,05	28,1	0	22,55	61,8	1	9,1874784074913	37,5078274802607	79,1023693127057	0,3	0,908613873932711	6,12009756767931	0,766118394555706	2,02069253285446	1,64632282955508	0	0	323,65	491,857140071932	307,041115279555	164,167004130504	142,874111149051	302,742675130801	184,816024792377	0	15	0,35380891526779	1,20861387393271	0,892274573923242	4,71533819685984	65,8602288252621	0	0	0	41,0156646531924	90	410	15,3	29,8	4,1	0	5,8	156,405458167555	0	0	0	0	0	0	198	6,73564177618154
29/05/2012	31	2	9,65	0,400721554831404	0,487008801234832	0,772584016836246	7,00908867585519	8,35675821459547	2,25051160024681	0,00210904715151373	79,3912497785446	14,8109706321555	14,1	28,2	0	17,65	44,4	0	8,28779703229351	37,2373158800139	81,0823693127057	0,3	0,892274573923242	6,25403161183891	0,625978635180713	2,10272660275656	1,62453296506609	0	0	333,3	568,434101641162	356,990152378487	190,001230908371	166,988921470115	351,992447747637	211,443949262676	0	15	0,316373223398461	1,19227457392324	0,872679589830017	3,88633188587295	75,5049178926716	0	0	0	41,0953411139862	90	410	12,1	23,2	5,4	0	5,8	154,154946567308	0	0	0	0	0	0	198	7,00908867585519
30/05/2012	32	2	7,15	0,476240719125725	0,508260434048997	0,961839217485488	4,46063917984467	5,23090052379995	1,87526037413112	0,0021439606808592	97,4565703591078	14,8328839903633	11,95	23,9	0	15,15	62,3	3	10,4322822543284	40,3420555058828	83,0623693127057	0,3	0,872679589830017	3,89270876984655	0,588135064663047	1,3381917539534	1,28712530946807	0	0	340,45	663,44258206969	419,76525269493	222,13127478386	197,63397791107	413,888724355743	243,67732937476	0	15	0,388698244913688	1,17267958983002	0,85189787706851	3,77816673926535	93,6784036198425	0	0	0	41,1713404902197	90	410	9,2	21,1	2,6	0	5,8	155,279686193177	0	0	0	0	0	0	198	4,46063917984467
31/05/2012	33	2	2,45	0,454466418052907	0,611719263307383	1	1,23029591897565	1,4171752572341	0,872809612865139	0,0019796734252036	24,8303711050473	14,8538937816637	2,5	5	0	10,45	93,3	9,7	19,5032428275152	51,1492458930176	85,0423693127057	0,3	0,85189787706851	1,04808648154141	0,503720837172445	0,369088775692694	0,369088775692694	0	0	342,9	685,39532727287	434,396707730792	229,566357898737	204,830349832055	428,315345476435	250,998619542078	0	15	0,693260408206901	1,15189787706851	0,826548826161656	3,18495464925872	21,6454164557885	0	0	0	41,2436564970304	90	410	8,6	12,3	4,1	0	5,8	164,106876580312	0	0	0	0	0	0	198	1,23029591897565
01/06/2012	34	2	5,8	0,557452921402176	0,840349975191268	1	3,93121426607686	4,42870481683884	4,42870481683884	0,00207180008651723	118,96967906054	14,8739856241026	12,5	25	0	13,8	64,8	20	25,3451062409426	68,7005410761788	87,0223693127057	0,3	0,826548826161656	3,24934053701578	3,24934053701578	1,17936427982306	1,17936427982306	0	0	348,7	801,844494777934	512,804372524814	269,066945710614	243,7374268142	505,62533755645	289,04012225312	0	15	1	1,12654882616166	0,833779277254364	4,15074852369776	114,818930536842	0	0	0	41,3122833378964	90	410	7,4	20,2	2,9	20	5,8	179,678171763473	0	0	0	0	0	0	198	3,93121426607686
02/06/2012	35	2	9,7	0,675482508921016	0,799760069600948	1	4,35225127293355	4,93449230265599	4,17995144029118	0,00213215044770764	144,80924260101	14,8931455813122	12,65	25,3	0	17,7	68,7	0,5	22,5272641941873	67,0005896358876	89,0023693127058	0,3	0,833779277254364	3,62881692077592	2,87427605841112	1,30567538188007	1,30567538188007	0	0	358,4	942,253219680591	609,122519102853	316,808089057344	292,314430045509	600,595072577529	333,130700577738	0	15	0,889982997277638	1,13377927725436	0,800129916750506	6,36617789929239	138,443064701717	0	0	0	41,3772156917036	90	410	12	23,4	3,4	0	5,8	175,998220323182	0	0	0	0	0	0	198	4,35225127293355
03/06/2012	36	2	12,7	0,742068109847508	0,761472691459273	1	4,13697167675051	4,55120630634274	3,28639406734677	0,00209392823031775	118,013511933998	14,9113601948478	8,7	17,4	0	20,7	64,1	0,3	20,40932631957	65,9941955685408	90,9823693127058	0,3	0,800129916750506	3,31011480331759	2,04530256432162	1,24109150302515	1,24109150302515	0	0	371,1	1052,59679535254	686,180530322681	354,390422318773	331,790108003909	676,574305637928	366,416265029855	0	15	0,786062816604244	1,10012991675051	0,76323217358757	9,21469763837064	108,798814295627	0	0	0	41,4384487009138	90	410	13,1	28,3	2,8	0	5,8	173,011826255835	0	0	0	0	0	0	198	4,13697167675051
04/06/2012	37	2	14,4	0,911474089198849	0,731201195398646	1	5,87814967994074	6,24983786087647	3,97940239608663	0,00216044746702832	206,766997081206	14,9286165160594	14,05	28,1	0	22,4	60,9	0	17,7168471191281	63,9947931724542	92,9623693127058	0,3	0,76323217358757	4,48639295689425	2,21595749210441	1,76344490398222	1,76344490398222	0	0	385,5	1250,54995803264	827,429056556816	421,891345709312	405,537710847505	815,845414822999	423,120901475824	0	15	0,70280049309814	1,06323217358757	0,743172388807248	11,585091342579	195,181905738627	0	0	0	41,4959779607768	90	410	15,9	28,9	2,9	0	5,8	169,032423859748	0	0	0	0	0	0	198	5,87814967994074
05/06/2012	38	2	14,4	1,04277257115898	0,700159408846332	1	4,99690355936962	5,31773926049799	3,06549315046657	0,00215012757710144	196,156240644956	14,9449021373508	11,2	22,4	0	22,4	67	0,5	16,3711807383237	63,4093000219876	94,9423693127058	0,32103451399094	0,743172388807248	3,71356075485616	1,46131464482475	1,60417850564183	1,60417850564183	0	0	399,9	1435,52493425969	962,909085573345	484,981720277607	477,927365295738	949,428783206476	472,615848686349	0	15	0,627301898041603	1,06420690279819	0,694481582873846	13,7708324749534	182,385408170003	0	0	0	41,5497995095299	90	410	15,9	28,9	2,7	0	5,8	166,466930709282	0	0	0	0	0	0	198	4,99690355936962
06/06/2012	39	2	13,1	1,17065428948339	0,674656433655875	1	4,66935568510613	5,02599922458428	2,81380425294637	0,0021261289714913	204,371975827847	14,9602052226788	10,45	20,9	0	21,1	70,1	0	14,9601377817647	62,5754957690413	96,9223693127058	0,381898021407692	0,694481582873846	3,24278152719349	1,03058655555558	1,78321769739079	1,78321769739079	0	0	413	1628,14269583225	1107,57251382948	550,603611154537	556,968902674941	1092,06698729188	520,570182002775	0	15	0,563745893192964	1,07637960428154	0,658949071822561	14,4507779352143	189,921197892633	0	0	0	41,5999098195209	90	410	16,6	25,6	3,4	0	5,8	163,653126456336	0	0	0	0	0	0	198	4,66935568510613
07/06/2012	40	3	12,85	1,23917798025334	0,652719406194731	1	3,78841165954093	4,1114219877421	2,27755331172377	0,00205721670810361	166,221759803316	14,9745145371461	7,75	15,5	0	20,85	66,4	0	13,9862145064928	62,2779424573175	98,9023693127058	0,426313660221799	0,658949071822561	2,49637034673626	0,662501670717939	1,61505164100583	1,61505164100583	0	0	425,85	1780,38350485166	1224,49960825566	602,356560381841	622,143047873816	1207,3571539838	555,883896596001	0	15	0,51515625970264	1,08526273204436	0,626089644665565	16,1122549422218	150,109504861094	0	0	0	41,6463057891921	410	410	15,3	26,4	2,1	0	5,8	161,375573144612	0	0	0	0	0	0	198	3,78841165954093
08/06/2012	41	4	15	1,47491918910606	0,636959093002036	1	6,40824519506811	7,00727250455764	3,92577884379338	0,00210586898783328	306,068299807188	14,9878194755405	13,65	27,3	0	23	57,2	0	12,5189401153444	60,3321636135241	100,882369312706	0,467387944168044	0,626089644665565	4,01213595711001	0,930642296345746	2,99513654744763	2,99513654744763	0	0	440,85	2070,05450606161	1453,28949310852	700,385065560796	752,904427547728	1432,94408138979	616,765012953083	0	15	0,48161895683515	1,09347758883361	0,609161905392905	20,4525648126352	285,615734994553	0	0	0	41,6889847358562	410	925,85	15,4	30,6	3,7	0	5,8	157,449794300818	0	0	0	0	0	0	198	6,40824519506811
09/06/2012	42	4	15,6	1,72428403829474	0,605781920345356	0,966032398720199	6,92706013659316	7,60389988284687	4,05343976103826	0,00212753967371512	348,444691812527	15,0001100896756	14,1	28,2	0	23,6	55	0	11,2098353998524	58,2587238524859	102,862369312706	0,488547618258869	0,609161905392905	4,21970115157833	0,784194142925051	3,38419873126854	3,26924561811321	0	0	456,45	2398,30426049952	1722,54954515288	810,459170090958	912,09037506192	1698,43461150185	675,75471534664	0	15	0,431092979178526	1,09770952365177	0,554345203297475	24,7902891144309	323,654402698096	0	0	0	41,7279443891993	410	925,85	16,5	30,7	3,9	0	5,8	153,39635453978	0	0	0	0	0	0	198	6,92706013659316
10/06/2012	43	4	18	1,91704102977027	0,787264961613978	1	6,33672894144594	7,04272735348571	7,04272735348571	0,0021007850285102	339,122311317365	15,0113771143915	11,85	23,7	0	26,5	64,8	22,3	24,3480097288467	75,4959964990002	104,842369312706	0,557068495878157	0,554345203297475	3,51273529328684	3,51273529328684	3,52999206019887	3,52999206019887	0	0	474,45	2706,6380825578	1985,1493738428	912,535553973253	1072,61381986955	1957,35815844798	721,488708714999	0	15	1	1,11141369917563	0,501719733339787	35,1050267324011	304,017284584964	0	0	0	41,7631828854413	410	925,85	20,7	32,3	5	20	5,8	168,653627186294	0	0	0	0	0	0	198	6,33672894144594
11/06/2012	44	4	12,9	2,18723412078307	0,748682106693243	1	6,45392296354212	7,25788857736168	6,78750841024658	0,00210286032445313	413,84097702504	15,0216119920781	13,45	26,9	0	20,9	58,9	2,5	22,8199465449216	73,1884880887536	106,822369312706	0,622850333325266	0,501719733339787	3,23806050826388	2,76768034114878	4,0198280690978	4,0198280690978	0	0	487,35	3099,11616326619	2332,97279480878	1040,1233478747	1292,84944693408	2300,31220497856	766,143368457408	0	15	0,924518241351472	1,12457006666505	0,464489460066535	26,8574162870045	386,983560738035	0	0	0	41,7946987620893	410	925,85	15,7	26,1	4,2	0	5,8	164,366118776048	0	0	0	0	0	0	198	6,45392296354212
12/06/2012	45	4	9,05	2,5140538666547	0,69087179409406	1	5,83476299529412	6,61590726579256	5,57925752990332	0,00211077338352281	494,441292380273	15,0308068955897	14,75	29,5	0	17,05	53,9	0	20,0739932005773	69,5892305588502	108,802369312706	0,669388174916832	0,464489460066535	2,71018591330036	1,67353617741112	3,9057213524922	3,9057213524922	0	0	496,4	3576,72147150709	2776,72493381124	1191,05816203672	1585,66677177452	2737,85200981643	799,99653769586	0	15	0,785810831436693	1,13387763498337	0,416906356015033	23,5222477374279	470,919044642845	0	0	0	41,8224909532165	410	925,85	11,2	22,9	3	0	5,8	158,786861246145	0	0	0	0	0	0	198	5,83476299529412
13/06/2012	46	4	11,45	2,66386076162016	0,646034481866257	1	5,06547510542354	5,80388668985768	4,70115517297958	0,00204654628363878	388,531024892663	15,0389547494243	10,65	21,3	0	19,45	57,9	0	18,152662515766	66,8680753858707	110,782369312706	0,728867054981208	0,416906356015033	2,111828767687	1,00909725080889	3,69205792217068	3,69205792217068	0	0	507,85	3938,31675917801	3127,65010521558	1301,63719380135	1826,01291141423	3083,86438364772	810,666653962432	0	15	0,69125320938627	1,14577341099624	0,365817191673735	31,9979117149216	356,533113177741	0	0	0	41,8465587852065	410	925,85	13,2	25,7	3,9	0	5,8	154,085706073165	0	0	0	0	0	0	198	5,06547510542354
14/06/2012	47	4	15,95	2,91061173605286	0,610558964001061	1	6,39435244006798	7,40814953703553	5,98298954353594	0,00202454725109383	503,513079362527	15,0460492490517	13,35	26,7	0	23,95	62,4	0	16,0811617902642	62,8650858423347	112,762369312706	0,792728510407831	0,365817191673735	2,33916405219776	0,914004058698171	5,06898548483777	5,06898548483777	0	0	523,8	4400,25753212637	3594,71467741048	1437,66056064155	2157,05411676893	3544,39025789868	805,542854715888	0	15	0,625091684427204	1,15854570208157	0,344540268850127	48,0392734292604	455,473805933266	0	0	0	41,8669019729022	410	925,85	16,4	31,5	5	0	5,8	148,102716529629	0	0	0	0	0	0	198	6,39435244006798
15/06/2012	48	4	16,45	2,84933523033409	0,743100271966347	1	3,15822874972636	3,67575169152772	3,67575169152772	0,001912658212147	235,603953044139	15,0520848782811	5,95	11,9	0	24,45	76,4	20,42	27,1403222186845	81,589334150807	114,742369312706	0,819324663937341	0,344540268850127	1,08813698252092	1,08813698252092	2,5876147090068	2,5876147090068	0,18	0	540,25	4583,01119249066	3785,30396424911	1489,72524847273	2295,57871577639	3732,31137880871	797,707228241546	0	15	1	1,16386493278747	0,312158347955693	55,4087632948531	180,195189749286	0	0	0	41,8835206161045	410	925,85	18,7	30,2	2,1	0	5,8	164,846964838101	0	0	0	0	0	0	198	3,15822874972636
16/06/2012	49	4	14,2	2,93500615918916	0,720250408262195	1	3,24998794474139	3,80885721400014	3,71341865823585	0,00187131877445205	328,835965495066	15,0570569245685	8,4	16,8	0	22,2	90,9	0,5	25,8810894850792	80,3559154925712	116,722369312706	0,859802065055384	0,312158347955693	1,01451086770639	0,919072311942093	2,79434634629375	2,79434634629375	0	0	554,45	4866,50156742952	4087,46535193143	1568,41592103867	2519,04943089276	4030,24264037572	779,036215498095	0	15	0,951801729293545	1,17196041301108	0,31990407551774	49,3143307306651	279,521634764401	0	0	0	41,8964151963715	410	925,85	18	26,4	3,1	0	5,8	161,633546179865	0	0	0	0	0	0	198	3,24998794474139
17/06/2012	50	4	13,6	3,20336718409803	0,693633294510475	1	5,46865662984667	6,39845940143457	6,03855788906042	0,00188869942515963	525,010324056978	15,0609614921785	13,2	26,4	0	21,6	71	0	23,1567339591503	76,2973576035108	118,702369312706	0,850119905602825	0,31990407551774	1,74944554349506	1,38954403112091	4,64901385793951	4,64901385793951	0	0	568,05	5348,12765433052	4618,97896532819	1696,07039713442	2922,90856819377	4554,31529768634	729,148689002332	0	15	0,891222089706585	1,17002398112056	0,309127191538603	50,1267898813353	474,883534175643	0	0	0	41,9055865740711	410	925,85	14,1	29,1	3,8	0	5,8	155,594988290805	0	0	0	0	0	0	198	5,46865662984667
18/06/2012	51	4	18	3,42669438934146	0,648622976573178	1	7,23870753289304	8,48896408361316	7,67413441956662	0,00188510496738948	576,216075536716	15,0637955131218	13,85	27,7	0	29,25	66	0	20,0650679069039	70,6032231839442	120,682369312706	0,863591010576746	0,309127191538603	2,23768133001256	1,42285166596602	6,25128275360061	6,25128275360061	0	0	586,05	5837,95156928791	5182,99844470673	1817,7737837521	3365,22466095463	5110,43875319644	654,953124581186	0	15	0,797408194185616	1,17271820211535	0,27766307141868	93,2494792806143	482,966596256101	0	0	0	41,91103598565	410	925,85	23,8	34,7	6,3	0	5,8	147,920853871238	0	0	0	0	0	0	198	7,23870753289304
19/06/2012	52	4	18	3,53901271159299	0,591731788572469	0,915979275757594	7,40025045416709	8,73661900011599	7,10139237024795	0,00185228697510727	535,495694533257	15,0655567558054	13,6	27,2	0	27,75	64,8	0	17,5946422574642	65,4818308136962	122,662369312706	0,902921160726651	0,27766307141868	2,05477627037151	0,980962905930465	6,68184272974448	6,12042946431749	0	0	604,05	6288,41658369102	5659,57492532192	1910,617932941	3748,95699238092	5580,34337334642	628,841658369103	0	15	0,690945864562805	1,18058423214533	0,253934795452451	91,3369915886526	444,158702944604	0	0	0	41,912765041086	410	925,85	22	33,5	5	0	5,8	140,81946150099	0	0	0	0	0	0	198	7,40025045416709
20/06/2012	53	4	15,25	3,50594121826699	0,839857517078064	1	4,50933702965359	5,35040189300418	5,35040189300418	0,00179126678919836	353,45966311013	15,0662438313453	8,1	16,2	0	23,25	76,8	37,22	26,8226407605632	99,331428920692	124,642369312706	0,932581505684436	0,253934795452451	1,14507757625125	1,14507757625125	4,20532431675293	4,20532431675293	7,38	0	619,3	6574,27039881033	5916,8433589293	1957,24123252237	3959,60212640693	5834,01016238897	657,427039881034	0	15	1	1,18651630113689	0,242778667353958	71,6076752850732	281,851987825057	0	0	0	41,9107757214976	410	925,85	16,2	30,3	4,5	20	5,8	172,689059607986	0	0	0	0	0	0	198	4,50933702965359
21/06/2012	54	4	12,3	3,62883601571303	0,800106880566213	1	4,51297046670202	5,36729984444911	5,20636973285313	0,00178099612704429	582,208906668683	15,0658561975044	13,4	26,8	0	20,3	88,5	0	24,8587976533492	96,1050591878389	126,622369312706	0,946526665807552	0,242778667353958	1,09565295571369	0,934722844117708	4,27164688873542	4,27164688873542	0	0	631,6	7103,15120553689	6392,8360849832	2037,53167152328	4355,30441345992	6303,33920028396	710,315120553689	0	15	0,923644654289367	1,18930533316151	0,246011625187449	60,7321978964693	521,476708772214	0	0	0	41,9050703768927	410	925,85	15,5	25,1	2,8	0	5,8	167,482689875133	0	0	0	0	0	0	198	4,51297046670202
22/06/2012	55	4	13	3,73503893486878	0,762700249707982	1	5,08653217304374	6,04532870468999	5,71093009393205	0,00176818004773104	602,468909889427	15,0643941602308	13,65	27,3	0	21	68,4	0	22,8456415055905	92,3741290939069	128,602369312706	0,942485468515689	0,246011625187449	1,25134604645874	0,916947435700791	4,79398265823125	4,79398265823125	0	0	644,6	7644,90074498067	6880,4106704826	2112,36346641376	4768,04720406884	6784,08795670209	764,490074498067	0	15	0,856019202939022	1,18849709370314	0,234210637964695	68,303624980394	534,165284909033	0	0	0	41,8956517240469	410	925,85	14,3	27,7	1,7	0	5,8	161,771759781201	0	0	0	0	0	0	198	5,08653217304374
23/06/2012	56	4	12,6	3,66684964465282	0,750132882482289	1	2,5954463606862	3,09233766387289	2,98857620956463	0,00171813376427652	236,939672844568	15,0618588727898	5,3	10,6	0	20,6	82,9	3,6	25,3346046703549	94,9655528843422	130,582369312706	0,957236702544132	0,234210637964695	0,607881147939461	0,5041196936312	2,48445651593343	2,48445651593343	0	0	657,2	7813,28039392941	7031,95235453647	2134,20498502156	4897,74736951491	6933,50812403871	781,328039392941	0	15	0,910662586280666	1,19144734050883	0,224469469593992	70,9172646927672	166,022408151801	0	0	0	41,8825228445063	410	925,85	17,1	24,1	3	0	5,8	162,383183571636	0	0	0	0	0	0	198	2,5954463606862
24/06/2012	57	4	16,25	3,77120736073587	0,731320308975876	1	4,77886296720006	5,70540150012264	5,44911879705823	0,00171785882140999	585,33036664092	15,058252332493	13,2	26,4	0	24,25	81,4	0	23,4244712284279	91,496434087284	132,562369312706	0,96941316300751	0,224469469593992	1,07270883550977	0,81642613244536	4,63269266461287	4,63269266461287	0	0	673,45	8312,48580509864	7481,23722458877	2195,29527906172	5285,94194552705	7376,50320413275	831,248580509864	0	15	0,872403742092111	1,1938826326015	0,230676298163291	93,1136109808794	492,21675566004	0	0	0	41,865687182721	410	925,85	18,3	30,2	2,4	0	5,8	156,934064774578	0	0	0	0	0	0	198	4,77886296720006
25/06/2012	58	4	13,8	3,87764089321188	0,694773212072878	1	5,70478427200882	6,80199071058923	6,34225850096813	0,0017174470100909	635,248612441228	15,0535773750441	14,15	28,3	0	21,8	70,5	0	21,3371498817563	87,1341755863159	134,542369312706	0,961654627295887	0,230676298163291	1,31595851768716	0,856226308066052	5,48603219290207	5,48603219290207	0	0	687,25	8872,57921736206	7985,32129562586	2257,79361484151	5727,52768078434	7873,53032057494	887,257921736206	0	15	0,806627797122171	1,19233092545918	0,221245365037994	82,9962608387985	552,25235160243	0	0	0	41,8451485443213	410	925,85	16,3	27,3	3	0	5,8	150,59180627361	0	0	0	0	0	0	198	5,70478427200882
26/06/2012	59	4	12,75	3,96728418313022	0,652744132957428	1	5,77467729216578	6,89894146883677	6,31105465729801	0,00171294290494534	649,687150735297	15,0478376665356	14,3	28,6	0	20,75	69	0	19,4588004158697	82,8031209290179	136,522369312706	0,973443293702508	0,221245365037994	1,27762058548183	0,689733773943081	5,62132088335493	5,62132088335493	0	0	700	9448,58751228551	8503,72876105696	2316,06329182163	6187,66546923533	8384,68031020905	944,85875122855	0	15	0,734750340280866	1,1946886587405	0,212023882514501	81,7427178085096	567,944432926787	0	0	0	41,8209110945556	410	925,85	13,7	27,8	4,5	0	5,8	144,280751616312	0	0	0	0	0	0	198	5,77467729216578
27/06/2012	60	4	18	4,01599593569485	0,612142025798833	0,967776626922057	7,0631021345728	8,45449108392385	7,40515531060835	0,00170043253945942	614,817649161658	15,0410376931423	13,85	27,7	0	26,3	62,4	0	17,4401277903299	77,3779656184095	138,502369312706	0,984970146856874	0,212023882514501	1,49754633716858	0,672386789910411	6,95694474675527	6,73276852069793	0	0	718	9943,3947120715	8949,05524086435	2361,74963869579	6587,30560216857	8823,77241577518	994,339471207151	0	15	0,670068884843999	1,19699402937137	0,204555965042066	126,937531865955	487,880117295703	0	0	0	41,7929793569185	410	925,85	16,3	36,3	4,7	0	5,8	136,875596305704	0	0	0	0	0	0	198	7,0631021345728
