Jour	NbJas	NumPhase	DegresDuJour	Lai	FTSW	Cstr	Eto	ETM	ETR	Sla	Assim	DayLength	Par	RgCalc	VDPCalc	TMoyCalc	HMoyCalc	EauDispo	StockSurface	StockRac	RURac	Kcp	Kce	EvapPot	Evap	TrPot	Tr	Lr	Dr	SumDegresDay	BiomasseTotale	BiomasseAerienne	BiomasseFeuilles	BiomasseTiges	BiomasseVegetative	BiomasseRacinaire	Rdt	VitesseRacinaire	FESW	Kc	Ltr	DRespMaint	DBiomTot	DRdtPot	Reallocation	RdtPot	RayExtra	SumDDPhasePrec	SeuilTemp	TMinMoy	TMaxMoy	FtswMoy	IrrigTotDay	Conversion	StockTotal	BiomMc	StockMc	LitFeuilles	LitTiges	FeuillesUp	TigesUp	Hum	EToCO2
28/06/2012	61	4	18	4,00710882972767	0,564896264254792	1	3,84620039749386	4,61105968835369	4,10805578983492	0,00167842847956206	433,340547591935	15,0331827485728	9,4	18,8	0	27,1	89,2	0	16,4405841441777	75,2499098285746	140,482369312706	0,994305043697417	0,204555965042066	0,786763234054535	0,28375933553576	3,82429645429916	3,82429645429916	0	0	736	10240,5558206737	9216,50023860629	2387,41708599536	6829,08315261093	9087,47330154426	1024,05558206737	0	15	0,600555364680783	1,19886100873948	0,200608832447219	140,33956340407	293,000984187865	0	0	0	41,7613582120017	410	925,85	23	31,2	2,9	0	5,8	132,767540515869	0	0	0	0	0	0	198	3,84620039749386
29/06/2012	62	4	16,7	3,9737835218552	0,549126834026321	1	2,92385067783317	3,50817577960893	3,13318575772751	0,0016558352340609	269,440907978523	15,0242789193515	5,85	11,7	0	24,7	87,7	1	16,6747726914151	75,0967240708471	142,462369312706	0,999238959440976	0,200608832447219	0,586550270730122	0,211560248848708	2,9216255088788	2,9216255088788	0	0	752,7	10390,141409528	9351,12726857519	2399,86650852307	6951,26076005212	9220,21561249043	1039,0141409528	0	15	0,600571079344962	1,1998477918882	0,201323234268603	121,94945137166	147,491456606863	0	0	0	41,7260528966098	410	925,85	19,6	29,8	2	0	5,8	130,634354758141	0	0	0	0	0	0	198	2,92385067783317
30/06/2012	63	4	17,45	4,03323105215781	0,533615755803496	0,981657664600279	4,83965999671532	5,80599099506937	5,06427541168113	0,00165715015197249	551,964962983128	15,0143330680149	12,25	24,5	0	25,45	84,2	0	15,4862631363342	72,012448659166	144,442369312706	0,998345957164247	0,201323234268603	0,974336003299104	0,32124425630565	4,83165499177027	4,74303115537548	0	0	770,15	10817,9909924121	9736,19189317085	2433,83561070619	7302,35628246466	9599,88950223053	1081,79909924121	0	15	0,574200161550107	1,19966919143285	0,204024864299906	130,105085494127	421,859877489001	0	0	0	41,6870690031865	410	925,85	18,7	32,2	1,6	0	5,8	125,57007934646	0	0	0	0	0	0	198	4,83965999671532
01/07/2012	64	4	18	4,08971951065819	0,710222414425458	1	5,50651869573497	6,60228168725316	6,60228168725316	0,00165741999505138	607,275865673436	15,0033528143203	13,15	26,3	0	27,75	78	30	26,5104659391813	97,3901669719128	146,422369312706	0,994968919625117	0,204024864299906	1,12346672966222	1,12346672966222	5,47881495759094	5,47881495759094	0	0	788,15	11273,5428420988	10146,188557889	2467,52152313174	7678,66703475722	10004,1463945313	1127,35428420988	0	15	1	1,19899378392502	0,199230582130645	158,101540894837	449,174324778599	0	0	0	41,6444124796044	410	925,85	21,4	34,1	2,1	30	5,8	148,967797659207	0	0	0	0	0	0	198	5,50651869573497
02/07/2012	65	4	18	4,13245577874285	0,669599598929079	1	5,87853991369307	7,05537865984552	6,86023228461656	0,00165471245600991	589,801792258424	14,9913465145699	12,7	25,4	0	27,65	71,6	0	24,1069189731083	92,5099346872963	148,402369312706	1,00096177233669	0,199230582130645	1,1711849290833	0,976038553854341	5,88419373076222	5,88419373076222	0	0	806,15	11706,6012513347	10535,9411262013	2497,38603449426	8038,555091707	10388,4425988443	1170,66012513347	0	15	0,912894832616436	1,20019235446734	0,194779368560455	162,806009688415	426,995782570009	0	0	0	41,5980896293745	410	925,85	21,2	34,1	2,3	0	5,8	142,10756537459	0	0	0	0	0	0	198	5,87853991369307
03/07/2012	66	4	18	4,17506793004271	0,628331200786001	1	6,2948999917878	7,56209582834684	7,18091161516983	0,00165243294336062	622,567650984294	14,9783232391681	13,35	26,7	0	28,25	70,3	0	21,8095443552756	87,3090230721264	150,382369312706	1,00652578929943	0,194779368560455	1,22611664555164	0,844932432374635	6,3359791827952	6,3359791827952	0	0	824,15	12160,0800251485	10944,0720226337	2526,61867267769	8417,45334995599	10790,8598427922	1216,00800251485	0	15	0,830128063812269	1,20130515785989	0,191478009185262	175,437379931089	447,130271053205	0	0	0	41,548107112337	410	925,85	21,3	35,2	2,7	0	5,8	134,926653759421	0	0	0	0	0	0	198	6,2948999917878
04/07/2012	67	4	18	4,20563056072416	0,586030681164266	0,952071792178977	6,56833162599206	7,89599176663669	7,02951067368656	0,00164814326614737	597,36561880444	14,9642927485335	13,4	26,8	0	28,75	62,9	0	19,7324297093595	82,2595123984399	152,362369312706	1,01065248851842	0,191478009185262	1,25769106341355	0,70937182614595	6,63830070322313	6,32013884754061	0	0	842,15	12575,4643196448	11317,9178876803	2551,73846054965	8766,1794271307	11159,4720306673	1257,54643196448	0	15	0,751017367605908	1,20213049770368	0,188241950655756	187,796521165407	409,569097639034	0	0	0	41,4944719458979	410	925,85	21,9	35,6	2,3	0	5,8	127,897143085734	0	0	0	0	0	0	198	6,56833162599206
05/07/2012	68	4	18	4,21087949544301	0,555515071980832	1	4,85255310769857	5,83732786895975	5,41218072491926	0,00163968642138309	481,31549432037	14,9492654674956	10,25	20,5	0	29,3	78,2	1,5	19,6702754811833	80,3273316735206	154,342369312706	1,01469756168031	0,188241950655756	0,913454062653828	0,48830691861334	4,92387380630592	4,92387380630592	0	0	860,15	12859,8149346824	11573,8334412142	2568,10048587894	9005,73295533523	11411,8048793604	1285,98149346824	0	15	0,731144273738275	1,20293951233606	0,185954692381268	200,9456624391	280,369831881271	0	0	0	41,4371915068783	410	925,85	23,4	35,2	1,9	0	5,8	123,984962360815	0	0	0	0	0	0	198	4,85255310769857
06/07/2012	69	4	18	4,23492429423877	0,526523056395556	0,876342056786408	6,16228874942286	7,41638430958771	6,02083046558749	0,00163660780508894	555,807690868588	14,9332524583143	13,5	27	0	29,4	75,6	0	18,0002269975497	76,2865012079331	156,322369312706	1,01755663452342	0,185954692381268	1,14590650876347	0,52574705257967	6,27047780082423	5,49508341300782	0	0	878,15	13214,2183978588	11892,796558073	2587,62318074649	9305,17337732646	11726,3026533083	1321,42183978588	0	15	0,677351084062787	1,20351132690468	0,185564676341897	206,36571981543	349,441971053159	0	0	0	41,3762735340452	410	925,85	22,1	36,7	1,8	0	5,8	117,964131895227	0	0	0	0	0	0	198	6,16228874942286
07/07/2012	70	4	18	4,26264529603327	0,494411432676209	0,853910440763722	5,62345018087807	6,76843429791273	5,28949239458524	0,00163482856585088	544,790024188308	14,9162653924593	13,55	27,1	0	26,55	85,4	0	16,6349557816076	72,9770088133479	158,302369312706	1,01804415457263	0,185564676341897	1,04351371273942	0,400922934362588	5,72492058517331	4,88856946022265	0	0	896,15	13590,8024099129	12231,7221689216	2607,39589769443	9624,32627122714	12060,4834551375	1359,08024099129	0	15	0,619842527463833	1,20360883091453	0,183788485541581	173,47802215587	371,312002032439	0	0	0	41,3117261313942	410	925,85	21,6	31,5	2,7	0	5,8	112,674639500642	0	0	0	0	0	0	198	5,62345018087807
08/07/2012	71	4	16,65	4,27592891596251	0,467655981969603	0,845222175890503	4,98139393563438	5,99786170771391	4,59611888512492	0,00163057151232615	448,842873689566	14,8983165212971	11,25	22,5	0	24,65	77	0	15,5292792104022	70,360889928223	160,282369312706	1,02026439307302	0,183788485541581	0,915522847316258	0,300413374926756	5,08233886039765	4,29570551019817	0	0	912,8	13887,9185423032	12499,1266880729	2622,34982252482	9876,77686554805	12324,1444289983	1388,79185423032	0	15	0,572829055840484	1,2040528786146	0,181761822159685	155,886236066398	292,956637623168	0	0	0	41,2435577722522	410	925,85	19,6	29,7	2,8	0	5,8	108,078520615517	0	0	0	0	0	0	198	4,98139393563438
09/07/2012	72	4	16,2	4,29034263402229	0,453838374480439	0,839647426149326	4,65660618768073	5,60915942816268	4,28330060953281	0,00162736732209274	438,479131912721	14,8794186458287	11,05	22,1	0	24,2	76,8	1,3	15,7714929777941	69,3575893186902	162,262369312706	1,02279772230039	0,181761822159685	0,846393225752913	0,284256226328448	4,76276620240977	3,99904438320437	0	0	929	14176,4266888951	12758,7840200056	2636,37015182599	10122,4138681796	12580,1666728436	1417,64266888951	0	15	0,579520633967016	1,20455954446008	0,18079860145215	154,009972084589	284,469159828132	0	0	0	41,1717773042714	410	925,85	17,3	31,1	1,8	0	5,8	105,095220005984	0	0	0	0	0	0	198	4,65660618768073
10/07/2012	73	5	14,1	4,26148247758201	0,617000288919059	1	5,67691270194337	6,83954640815988	6,83954640815988	0,00161642039325564	658,086808801896	14,8595850856276	13,95	27,9	0	22,1	71,1	30	26,4837069019316	94,4980429105303	164,242369312706	1,02400174818481	0,18079860145215	1,02637787707731	1,02637787707731	5,81316853108257	5,81316853108257	0	0	943,1	14477,7617087282	13060,1190398387	2636,37015182599	10122,4138681796	12580,1666728436	1417,64266888951	301,335019833079	12	1	1,20480034963696	0,179759208607649	135,587101170705	522,49970763119	297,116462503072	0	11967,9156813138	41,0963939553798	925,85	1485,85	15,1	29,1	2,9	30	5,78213392857143	128,255673597824	0	0	0	0	0	0	198	5,67691270194337
11/07/2012	74	5	14,6	4,24416638371784	0,579413535427194	0,993034609988621	5,69290597387368	6,86029439920678	6,64740296940656	0,00160985223595339	652,440149331058	14,8388296471247	14	28	0	22,6	60,9	0	24,1813284222478	89,4346399411237	165,826369312706	1,02530098924044	0,179759208607649	1,02335227254129	0,85111742112715	5,83694212666548	5,79628554827941	0	0	957,7	14787,6090219821	13369,9663530925	2636,37015182599	10122,4138681796	12580,1666728436	1417,64266888951	611,182333086944	12	0,911973378165688	1,20506019784809	0,181846384224443	142,884389685865	509,555759645192	305,509587571551	0	11967,9156813138	41,0174173407539	925,85	1485,85	15,8	29,4	2	0	5,7670125	121,608270628418	0	0	0	0	0	0	198	5,69290597387368
12/07/2012	75	5	16,7	4,23377672739934	0,54368579625501	0,975368977637201	5,0703316871439	6,10740923789844	5,69697139127506	0,00160591134157203	551,336079829401	14,8171665913859	12,1	24,2	0	24,7	71,9	0	22,3365614037115	85,3216685498486	167,410369312706	1,02269201971945	0,181846384224443	0,922021484125736	0,63930503922532	5,1853877537727	5,05766635204974	0	0	974,4	15135,7185443004	13718,0758754109	2636,37015182599	10122,4138681796	12580,1666728436	1417,64266888951	959,291855405287	12	0,832690372666937	1,20453840394389	0,183110304025362	168,264908125909	383,071171703492	343,236142590242	0	11967,9156813138	40,9348574708754	925,85	1485,85	17,8	31,6	2,4	0	5,74971607142857	115,911299237143	0	0	0	0	0	0	198	5,0703316871439
13/07/2012	76	5	17,35	4,135023772403	0,526086572655793	1	3,15513774775097	3,79948762663057	3,62749732612773	0,00160354680494322	341,96232457226	14,7946106015275	7,35	14,7	0	25,35	87,3	2	23,1409722712811	85,2781712237209	168,994369312706	1,0211121199683	0,183110304025362	0,577738232232577	0,405747931729735	3,22174939439799	3,22174939439799	0	0	991,75	15300,4510151817	13882,8083462921	2578,67357513735	10097,6867638845	12498,8968870287	1417,64266888951	1206,44800727033	12	0,838035861009349	1,20422242399366	0,183872868735761	179,53603560411	162,42628896815	365,600753505553	81,269785814961	11967,9156813138	40,8487247607285	925,85	1485,85	20,1	30,6	2,3	0	5,73174642857143	114,283801911015	0	0	0	0	0	0	198	3,15513774775097
14/07/2012	77	5	17,5	4,09199486897164	0,512152693074278	0,982874286613819	4,19239829947082	5,04778079878686	4,7145458250078	0,00160212808296593	458,416144620673	14,7711767499105	10,15	20,3	0	25,5	84,7	0,5	22,1136310501831	82,6476253987131	170,578369312706	1,0201589140803	0,183872868735761	0,770868302206626	0,510878506021768	4,27691249658024	4,20366731898603	0	0	1009,25	15580,2795975371	14162,6369286476	2554,09970805602	10087,1551065639	12464,28282448	1417,64266888951	1521,38211402766	12	0,814083067192876	1,20403178281606	0,191281424442763	182,5050389591	275,911105661573	362,446262033244	34,6140625486685	11967,9156813138	40,7590300401907	925,85	1485,85	18,9	32,1	1,7	0	5,71362142857143	110,069256086007	0	0	0	0	0	0	198	4,19239829947082
15/07/2012	78	5	18	4,08982073453884	0,663510997523678	1	5,34236197230353	6,42247881339165	6,42247881339165	0,00160127684977956	595,215083437378	14,7468804652504	13,05	26,1	0	26,65	78,2	30	26,7587134473128	107,809146585321	172,162369312706	1,01089821944655	0,191281424442763	1,02189460795107	1,02189460795107	5,40058420544058	5,40058420544058	0	0	1027,25	15964,9626015793	14547,3199326898	2554,09970805602	10087,1551065639	12464,28282448	1417,64266888951	1906,06511806989	12	1	1,20217964388931	0,194602172067573	200,470167808367	394,744915629011	379,297611706049	0	11967,9156813138	40,6657845656642	925,85	1485,85	19,6	33,7	1,5	30	5,69497857142857	133,646777272616	0	0	0	0	0	0	198	5,34236197230353
16/07/2012	79	5	18	4,08851625387916	0,629614000097105	1	5,67290475301707	6,81514104455394	6,64850690732218	0,00160076610986774	597,685217280991	14,721737499776	13,15	26,3	0	26,8	76,7	0	24,5513192491182	102,744639677999	173,746369312706	1,00674728491553	0,194602172067573	1,10395958686958	0,937325449637824	5,71118145768436	5,71118145768436	0	0	1045,25	16349,6456056216	14932,002936732	2554,09970805602	10087,1551065639	12464,28282448	1417,64266888951	2290,74812211212	12	0,921443300527301	1,20134945698311	0,194771482190692	206,862372559738	390,822844721253	379,297611706049	0	11967,9156813138	40,5690000329889	925,85	1485,85	19,7	33,9	2,4	0	5,67633571428571	126,998270365293	0	0	0	0	0	0	198	5,67290475301707
17/07/2012	80	5	18	4,05427972665398	0,595040323515927	1	5,28338338838034	6,34696613209129	6,05343279107242	0,00160045966592064	536,760783555931	14,6957638965638	11,85	23,7	0	28,1	73,9	0	22,6909908789805	98,2752068869269	175,330369312706	1,00653564726164	0,194771482190692	1,02905241353652	0,735519072517639	5,31791371855478	5,31791371855478	0	0	1063,25	16659,6763092258	15242,0336403363	2533,19706393339	10078,1968305113	12434,8399440128	1417,64266888951	2630,63974589156	12	0,845431103619773	1,20130712945233	0,194873138962874	231,070373017978	305,690410537952	379,297611706049	29,4428804672386	11967,9156813138	40,4686885916709	925,85	1485,85	20,8	35,4	1,7	0	5,65769285714286	120,944837574221	0	0	0	0	0	0	198	5,28338338838034
18/07/2012	81	5	18	4,00291674226791	0,564449384608326	0,998356546852568	5,35017692742627	6,42706971631926	6,01216673683479	0,00160027579955238	512,090466114499	14,6689759571695	11,4	22,8	0	28,75	74,3	0	20,9681305688184	93,8470401500921	176,914369312706	1,00640857629641	0,194873138962874	1,0426057718543	0,636551906586597	5,38446394446496	5,37561483024819	0	0	1081,25	16930,1368307547	15512,4941618652	2501,39178720791	10064,565997629	12390,0399198933	1417,64266888951	2946,5363770283	12	0,781370209331285	1,20128171525928	0,197560207961272	245,416272561031	266,674193553468	378,674253852277	44,8000241195236	11967,9156813138	40,3648628604533	925,85	1485,85	21,6	35,9	2	0	5,63905	114,932670837386	0	0	0	0	0	0	198	5,35017692742627
19/07/2012	82	5	18	4,00264078917381	0,534632560048263	0,915850176353473	5,82611887222907	6,99489627628518	5,95219924353619	0,00160016547973143	559,765446604827	14,6413902096713	13,7	27,4	0	26,2	80,6	0	19,3336426384592	89,4788409065559	178,498369312706	1,00304974004841	0,197560207961272	1,15100925600467	0,600074285422511	5,84388702028051	5,35212495811368	0	0	1099,25	17282,448827847	15864,8061589575	2501,39178720791	10064,565997629	12390,0399198933	1417,64266888951	3298,84837412056	12	0,722043063664546	1,20060994800968	0,201661103307041	208,212920238643	351,552526366183	347,379784571436	0	11967,9156813138	40,2575359442497	925,85	1485,85	19,6	32,8	2,6	0	5,62040714285714	108,98047159385	0	0	0	0	0	0	198	5,82611887222907
20/07/2012	83	5	16	4,00247521731735	0,672263705595384	1	5,23952112216636	6,2852495001338	6,2852495001338	0,00160009928783886	569,346154959148	14,6130233772319	12,8	25,6	0	24	76,9	30	26,8331509222378	114,777591406422	180,082369312706	0,997923620866198	0,201661103307041	1,05660761029662	1,05660761029662	5,22864188983718	5,22864188983718	0	0	1115,25	17624,3892758845	16206,746606995	2501,39178720791	10064,565997629	12390,0399198933	1417,64266888951	3640,78882215809	12	1	1,19958472417324	0,201683364137775	182,005584732651	387,340570226497	337,153432627599	0	11967,9156813138	40,1467214524499	925,85	1485,85	17,4	30,6	1,5	30	5,60383571428571	132,695222093716	0	0	0	0	0	0	198	5,23952112216636
21/07/2012	84	5	16,55	3,92878779930946	0,640523569919134	1	3,55843170718943	4,26862051454666	4,16368770877358	0,00160005957270332	379,135723444389	14,583892347281	8,55	17,1	0	24,55	84,7	0	25,4782095810737	112,197903697649	181,666369312706	0,997895794827782	0,201683364137775	0,717676477760488	0,612743671987407	3,55094403678617	3,55094403678617	0	0	1131,8	17813,8309466991	16396,1882778095	2455,40095277311	10044,8556400141	12325,2585155452	1417,64266888951	3895,93168502235	12	0,924006574457226	1,19957915896556	0,201696721815708	192,346152440435	186,789571003954	348,743081874173	64,7814043480876	11967,9156813138	40,0324335186025	925,85	1485,85	18,1	31	2	0	5,58669464285714	128,531534384943	0	0	0	0	0	0	198	3,55843170718943
22/07/2012	85	5	18	3,87856382538949	0,620909546454919	1	5,64485496612463	6,77143152220767	6,50927036233213	0,00160003574362199	526,280434676597	14,554014141409	12	24	0	28,65	68,6	0	23,4624183463461	107,272633335316	183,250369312706	0,997879097730365	0,201696721815708	1,13854874179246	0,876387581916919	5,63288278041522	5,63288278041522	0	0	1149,8	18086,5399701355	16668,897301246	2424,04823820349	10031,4187623414	12281,0959578333	1417,64266888951	4213,43030070109	12	0,877348814775266	1,19957581954607	0,207730207670228	257,389217250295	268,891217426301	379,297611706049	44,1625577118987	11967,9156813138	39,9146868214673	925,85	1485,85	20,1	37,2	2,5	0	5,56805178571429	122,02226402261	0	0	0	0	0	0	198	5,64485496612463
23/07/2012	86	5	18	3,81502418588982	0,590564588940943	1	5,77659566481437	6,92075122674826	6,52422932886037	0,00160002144617319	532,557839737028	14,5234058860586	12,25	24,5	0	30,35	64,8	0,3	21,8437558094723	102,632404006456	184,834369312706	0,990337240412215	0,207730207670228	1,19997341707883	0,803451519190943	5,72077780966943	5,72077780966943	0	0	1167,8	18329,4726826738	16911,8300137843	2384,3581565824	10014,4087273609	12225,1896178483	1417,64266888951	4513,063129841	12	0,818265094571146	1,19806744808244	0,211945623495506	293,02607799339	239,531761743639	379,297611706049	55,9063399849646	11967,9156813138	39,793496607424	925,85	1485,85	22,6	38,1	1,4	0	5,54940892857143	115,79803469375	0	0	0	0	0	0	198	5,77659566481437
24/07/2012	87	5	18	3,77096337004818	0,559045787122187	0,918606194026139	6,4645116905852	7,73810837301773	6,62488295746636	0,00160001286770392	511,812058268296	14,4920847840897	12,95	25,9	0	28,5	71,3	0	19,9825565255772	97,5915210489897	186,418369312706	0,985067970630618	0,211945623495506	1,37012496085506	0,77521395159803	6,36798341216267	5,84966900586833	0	0	1185,8	18584,5412847208	17166,8986158313	2356,83315188562	10002,6122967766	12186,4186653127	1417,64266888951	4807,45316716911	12	0,752195447984584	1,19701359412612	0,217401441353538	260,314304114833	251,497754153463	348,425135492498	38,7709525356134	11967,9156813138	39,6688787142135	925,85	1485,85	21,8	35,2	3,2	0	5,53076607142857	109,173151736284	0	0	0	0	0	0	198	6,4645116905852
25/07/2012	88	5	18	3,70667544310224	0,579117813498915	0,919333365371286	6,99830837519505	8,36752488704283	7,8152744465987	0,00160000772062235	488,324350326776	14,460068087288	12,45	24,9	0	29,45	66,6	9,7	25,970808672666	101,060246602391	188,002369312706	0,978248198308077	0,217401441353538	1,52144232780394	1,52144232780394	6,84608255923889	6,29383211879476	0	0	1203,8	18794,7211385102	17377,0784696206	2316,6609731486	9985,39564874643	12129,8332568006	1417,64266888951	5075,02184772561	12	1	1,19564963966162	0,221266958815219	281,086921760094	207,237428566682	348,700949847014	56,585408512133	11967,9156813138	39,5408495959798	925,85	1485,85	20,7	38,2	4,2	0	5,51212321428571	111,057877289685	0	0	0	0	0	0	198	6,99830837519505
26/07/2012	89	5	18	3,67881017689271	0,541411531717708	0,906843092428613	6,17572243859065	7,37803221761985	6,54443569526685	0,00160000463237341	512,817886002997	14,4273730698771	13,4	26,8	0	26,45	73,6	0	23,6254480528605	96,0998109071242	189,586369312706	0,973416301480976	0,221266958815219	1,36648332247386	1,09290410490685	6,01154889514599	5,45153159036	0	0	1221,8	19081,3851583036	17663,7424894141	2299,24970369345	9977,9336761228	12105,3082291369	1417,64266888951	5386,55910959783	12	0,894311593411365	1,1946832602962	0,227030666198197	230,167036011791	282,650849991207	343,963419150301	24,5250276636383	11967,9156813138	39,4094263495713	925,85	1485,85	21	31,9	3,4	0	5,49348035714286	104,513441594418	0	0	0	0	0	0	198	6,17572243859065
27/07/2012	90	5	14,45	3,67880591649944	0,510977779968288	0,92859996949149	5,00667124585693	5,9741720802256	5,244422544215	0,00160000277942405	496,626380664302	14,3940170030881	12,75	25,5	0	22,45	80,8	0	21,9006009568673	92,4393883629092	191,170369312706	0,966211667252254	0,227030666198197	1,13666790838226	0,752316317826314	4,83750417184335	4,49210622638869	0	0	1236,25	19368,1507273626	17950,5080584731	2299,24970369345	9977,9336761228	12105,3082291369	1417,64266888951	5673,32467865689	12	0,81354848666875	1,19324233345045	0,229575329377335	176,658710929173	319,967669735129	282,750977611908	0	11967,9156813138	39,2746267420523	925,85	1485,85	17,6	27,3	3,1	0	5,47851428571428	99,2690190502032	0	0	0	0	0	0	198	5,00667124585693
28/07/2012	91	5	10,8	3,5078425419205	0,557825945768699	1	1,44895902244292	1,72803746684576	1,72803746684576	0,00160000166765443	79,5347077008297	14,3600171308324	1,9	3,8	0	18,8	92,3	13,5	28,3636837105466	105,795350896063	192,754369312706	0,963030838278331	0,229575329377335	0,332645244831596	0,332645244831596	1,39539222201416	1,39539222201416	0	0	1247,05	19307,8312196244	17890,1885507349	2192,39930359756	9932,14064751027	11954,8017410848	1417,64266888951	5765,64859962702	12	1	1,19260616765567	0,229575720610144	139,009768943476	-59,4750612426462	227,578567023629	91,0314268094518	11967,9156813138	39,1364692393659	925,85	1485,85	16,3	21,3	1,4	0	5,46732857142857	111,040981583357	0	0	0	0	0	0	198	1,44895902244292
29/07/2012	92	5	16,9	3,46467832117025	0,566945947348031	1	3,99739405984238	4,76731641934022	4,76731641934022	0,00160000100059266	471,649753279877	14,3253906465153	11,55	23,1	0	24,9	84	2,8	27,1921450928544	105,412034476723	194,338369312706	0,96303034923732	0,229575720610144	0,917704621851024	0,917704621851024	3,84961179748919	3,84961179748919	0	0	1263,95	19572,6604355163	18155,0177666267	2165,42259654019	9920,57920162854	11916,803105284	1417,64266888951	6069,01596845802	12	1	1,19260606984746	0,245824597227798	210,528029569009	261,121723710868	356,118313212902	37,9986358008132	11967,9156813138	38,9949730360817	925,85	1485,85	18,4	31,4	2,7	0	5,449825	109,073665164017	0	0	0	0	0	0	198	3,99739405984238
30/07/2012	93	5	18	3,41287984370728	0,546114437325684	0,982930204175027	5,13995970939864	6,10906750541579	5,87067101388922	0,00160000060035559	499,130119413806	14,2901546710222	12,55	25,1	0	26,65	73,6	0	24,9799508161829	101,125363462834	195,922369312706	0,942719253465253	0,245824597227798	1,26352852533003	1,10784439485547	4,84553898008576	4,76282661903375	0	0	1281,95	19835,1573556843	18417,5146867948	2133,04910194958	9906,704846804	11871,2027053563	1417,64266888951	6377,76073804118	12	0,936368632674049	1,18854385069305	0,250105780535681	240,308040315694	258,822079098112	372,823078917327	45,6003999276866	11967,9156813138	38,8501580861544	925,85	1485,85	19,5	33,8	1,4	0	5,43118214285714	103,202994150128	0	0	0	0	0	0	198	5,13995970939864
31/07/2012	94	5	17,05	3,38363361458713	0,520030639114313	0,914370005111653	5,46827696138208	6,49343428232466	5,69882743418481	0,00160000036021336	481,505969440654	14,2543262319004	13,15	26,3	0	25,05	73,5	0	22,9384213487795	97,0105360286492	197,506369312706	0,937367774330399	0,250105780535681	1,36764767761174	1,01196191023222	5,12578660471291	4,68686552395259	0	0	1299	20103,0551599093	18685,4124910198	2114,77053301159	9898,871174402	11845,4560238745	1417,64266888951	6671,77078360622	12	0,86019114380795	1,18747355486608	0,255341877038565	217,358616279434	264,14735316122	328,514056865788	25,746681481827	11967,9156813138	38,7020451346095	925,85	1485,85	19,6	30,5	1,8	0	5,41352321428571	97,5041667159432	0	0	0	0	0	0	198	5,46827696138208
01/08/2012	95	5	18	3,33442484304029	0,593455387454258	1	5,40997949058849	6,41712578376886	6,41712578376886	0,00160000021612801	510,719593338928	14,2179222437554	12,85	25,7	0	26,3	70,3	20	26,5137543497512	111,087040932174	198	0,930822653701793	0,255341877038565	1,38139431786701	1,38139431786701	5,03573146590185	5,03573146590185	0	0	1317	20377,8978510223	18960,2551821328	2084,01524539139	9885,69033685049	11802,1349850708	1417,64266888951	6990,54959989088	12	1	1,18616453074036	0,258346532556549	239,724578642216	270,995014696713	379,297611706049	43,3210388037344	11967,9156813138	38,5506557500676	925,85	1485,85	18,7	33,9	1,7	20	5,39488035714286	111,087040932174	0	0	0	0	0	0	198	5,40997949058849
02/08/2012	96	5	18	3,25733552183438	0,561045661273608	1	5,23359708401008	6,20397594014958	5,97896756134612	0,00160000012967681	473,926120943219	14,180959489872	12,05	24,1	0	27,55	72,1	0	24,3332710448706	105,108073370828	198	0,927066834304313	0,258346532556549	1,35208165945207	1,12707328064861	4,85189428069751	4,85189428069751	0	0	1335	20590,5068934744	19172,8642245849	2035,83453614616	9865,04146145968	11734,2689842523	1417,64266888951	7271,98822697905	12	0,913008069895013	1,18541336686086	0,263482075701911	264,293511283258	209,632609659961	379,297611706049	67,8660008184347	11967,9156813138	38,3960123580095	925,85	1485,85	21,9	33,2	1,8	0	5,3762375	105,108073370828	0	0	0	0	0	0	198	5,23359708401008
03/08/2012	97	5	18	3,18456079439047	0,530848855408223	0,923199534331532	5,62524705297319	6,66102087375313	5,8217693654514	0,00160000007780609	445,381351742621	14,1434546050658	12,45	24,9	0	26,95	72	0	22,2959857266411	99,2863040053768	198	0,920647405372612	0,263482075701911	1,48215176985343	1,04063982036724	5,1788691038997	4,78112954508416	0	0	1353	20783,2027192412	19365,5600503517	1990,35039970569	9845,54826012804	11670,2013005413	1417,64266888951	7529,66139051793	12	0,837922556641551	1,18412948107452	0,271733299912303	255,383182520047	189,998169222574	350,167378500087	64,0676837110052	11967,9156813138	38,2381382746795	925,85	1485,85	19,9	34	2,2	0	5,35759464285714	99,2863040053768	0	0	0	0	0	0	198	5,62524705297319
04/08/2012	98	5	14,05	3,0945001498925	0,621546989926146	1	3,703621616063	4,37792768923892	4,37792768923892	0,00160000004668365	280,871401709384	14,1054240597654	7,35	14,7	0	22,05	80	23,78	27,3043836883688	118,688376316138	198	0,910333375109621	0,271733299912303	1,00639732335934	1,00639732335934	3,37153036587958	3,37153036587958	1,62	0	1367,05	20882,4410949828	19464,7984260933	1934,06253725212	9821,42489050509	11590,9157902368	1417,64266888951	7709,31099833611	12	1	1,18206667502192	0,279759683443578	183,022319444585	97,8490822647994	296,062858026111	79,2855103045249	11967,9156813138	38,0770577415173	925,85	1485,85	17,5	26,6	3	0	5,34304285714286	118,688376316138	0	0	0	0	0	0	198	3,703621616063
